instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status
BHB,2023,3752208673.81522,E_pb,False,3752208673.81522,1698223790.7482977,3322341098.0445056,331505000.0,0.2154499573605263,0.1038624893401315,0.2063915838944108,0.075820572,12.430938101951888,8.876928276800422e-36,ok,1.0,-0.004473501,0.045026499,4.255998165,6.335741122,0.763659205,0.659601987,28.25113014,51.88047291,74.54573226,54.61602944,54.61602944,30.1593517,51.94007351,84.02705407,58.06625289,58.06625289,8.286744271,0.083483908,1.031002169,14.24,19.18442,5.219693541,16.33247757,83.66752243,3970.885,331.505,0.195206899,0.0,0.0,0.0495,331505000.0,BHB,,,BHB,445453766.16,0.2829801861092493,0.2154499573605263,445453766.16,331505000.0,0.0495,1.0,0.2154499573605263,3.0,2022.0,2020.0,760948784.6124643,0.1261228049671705,0.0,7.0,converged,7.043743153437717,6.917620348470546,6.917620348470546,2.296465818827161e-12,converged
BHLB,2017,11868669616.960629,E_pb,False,11868669616.960629,1563403286.7853198,6670750631.15998,1148398000.0,0.191261164647664,0.097815291161916,0.183017137853222,0.044898351,13.419749678680985,2.3163770407553493e-41,insufficient_returns,0.0,0.167820722,0.175820722,1.729215296,4.263874467,0.665168241,0.431783674,26.14350339,48.82305129,58.04964539,45.68801882,45.68801882,25.0228658,27.79232261,69.2278157,39.26430904,39.26430904,9.356235727,0.099250083,1.138770642,12.43,26.41581073,2.212229874,42.34816192,57.65183808,11570.751,1148.398,0.734550074,0.0,0.0,0.008,1148398000.0,BHLB,,,BHLB,1695019200.0,0.2180746267719596,,1695019200.0,1148398000.0,0.008,1.0,,0.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
BHLB,2018,8653165836.113771,E_pb,False,8653165836.113771,2212563015.649398,,1528802000.0,0.191261164647664,0.097815291161916,0.1772304546143778,0.175820722,11.602121564673594,2.009936701112057e-31,insufficient_returns,0.0,-0.318276825,-0.300176825,2.520337848,7.249521724,1.139485457,0.754302282,22.59698044,50.09271751,52.17299578,43.77372091,43.77372091,26.14350339,48.82305129,58.04964539,45.68801882,45.68801882,9.410193269,0.125186135,0.809961468,12.99,26.09628102,3.647418958,40.33784484,58.37905994,12212.231,1528.802,0.690964275,0.0,0.0,0.0181,1528802000.0,BHLB,,,BHLB,1249034640.0,0.3035536420096809,,1249034640.0,1528802000.0,0.0181,1.0,,1.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
BHLB,2019,11746592298.97574,E_pb,False,11746592298.97574,11566649733.5409,,838433000.0,0.3365810933118623,0.1341452733279656,0.3230945195605667,-0.300176825,7.293086828759478,1.514663578591646e-13,ok,0.0,-0.009285811,0.012114189,1.937751135,7.668491048,1.093833091,1.036862936,25.88453574,50.21615788,47.56553115,42.83720306,42.83720306,22.59698044,50.09271751,52.17299578,43.77372091,43.77372091,9.489181226,0.063440898,0.94902502,13.73,24.20068607,2.541890577,6.591303497,90.93069912,13215.97,838.433,0.072487109,0.0,0.0,0.0214,838433000.0,BHLB,,,BHLB,1522738560.0,0.2899622622310627,0.3365810933118623,1522738560.0,838433000.0,0.0214,1.0,0.3365810933118623,2.0,2018.0,2017.0,2343419669.125634,0.2187082635786031,0.0,5.0,converged,4.906757979112325,4.688049715533722,4.688049715533722,1.3791051031927343e-06,converged
BHLB,2020,8979771801.354958,E_pb,False,8979771801.354958,2751507093.3117266,,582020000.0,0.2418329902784307,0.1104582475696076,0.2338362957948137,0.012114189,11.904910129213755,5.5791728065031674e-33,ok,1.0,-0.329608116,-0.325208116,3.038672061,7.328425208,1.217585862,1.043174608,56.88309768,53.87239087,52.94798902,49.48701709,49.48701709,25.88453574,50.21615788,47.56553115,42.83720306,42.83720306,9.460165814,0.045335676,0.732684149,16.1,20.95940016,4.173222739,16.9028164,79.90828378,12838.013,582.02,0.211527712,0.0,0.0,0.0044,582020000.0,BHLB,,,BHLB,792861440.0,0.774486261201777,0.2418329902784307,792861440.0,582020000.0,0.0044,1.0,0.2418329902784307,3.0,2019.0,2017.0,1372326177.707228,0.1397190090241582,0.0,7.0,converged,6.240513830673606,6.100794821649448,6.100794821649448,5.27711582962354e-10,converged
BHLB,2021,13379540263.926563,E_pb,False,13379540263.926563,1482955781.7713103,10685186389.750977,120706000.0,0.1879443979854981,0.0969860994963745,0.1871311378298841,-0.325208116,23.37605741351034,3.744520528929653e-121,ok,1.0,0.268787938,0.269187938,1.952463052,1.566888321,1.161517268,1.092682838,54.71779847,54.16284912,70.59630985,56.16647501,56.16647501,56.88309768,53.87239087,52.94798902,49.48701709,49.48701709,9.354865993,0.010446292,1.170132766,17.32,22.60535,2.201103846,7.526898816,92.47310118,11554.913,120.706,0.081395549,0.0,0.0,0.0004,120706000.0,BHLB,,,BHLB,1383605937.3,0.344298464666007,0.1879443979854981,1383605937.3,120706000.0,0.0004,1.0,0.1879443979854981,3.0,2020.0,2018.0,1504263664.555263,0.1728692855403417,0.0,4.0,converged,14.681861200156876,14.508991914616534,14.508991914616534,5.313543500102352e-48,converged
BHLB,2022,16027061545.503649,E_pb,False,16027061545.503649,1270745235.2662055,10544214675.306349,134815000.0,0.2980995132742864,0.1245248783185716,0.2966516328659891,0.269187938,16.894206089099008,2.4817488464855347e-64,ok,1.0,0.109226745,0.123426745,3.849627425,8.12302114,1.002633907,0.924796036,53.50642741,54.81503696,65.51529786,54.82917591,54.82917591,54.71779847,54.16284912,70.59630985,56.16647501,56.16647501,9.364165056,0.011559339,1.390266605,14.6,20.66492,4.711710401,9.591549078,90.40845092,11662.864,134.815,0.106091289,0.0,0.0,0.0141999999999999,134815000.0,BHLB,,,BHLB,1326400537.8,0.2796472001850977,0.2980995132742864,1326400537.8,134815000.0,0.0141999999999999,1.0,0.2980995132742864,3.0,2021.0,2019.0,1459314692.7407887,0.2709486560856763,0.0,5.0,converged,8.978547338015115,8.707598681929438,8.707598681929438,1.5518998565176261e-18,converged
BHLB,2023,12714918424.870983,E_pb,False,12714918424.870983,3493879430.358248,10833176222.297634,515267000.00000006,0.3097919282626226,0.1274479820656556,0.3026903030693393,0.123426745,10.978835665013293,2.415551111864981e-28,ok,1.0,-0.051921594,-0.002421594,4.261325867,6.813127232,0.900868564,0.805306088,50.39215776,52.71336556,60.39353456,51.94744266,51.94744266,53.50642741,54.81503696,65.51529786,54.82917591,54.82917591,9.427934232,0.041450762,1.067085796,14.36,19.53593,5.29855901,12.85228689,87.14771311,12430.821,515.267,0.147477041,0.0,0.0,0.0495,515267000.00000006,BHLB,,,BHLB,1080126651.76,0.3523073665281336,0.3097919282626226,1080126651.76,515267000.00000006,0.0495,1.0,0.3097919282626226,3.0,2022.0,2020.0,1570508912.7271826,0.2130612056897632,0.0,5.0,converged,5.569607643851191,5.356546438161427,5.356546438161427,4.241385272398669e-08,converged
BKU,2016,36100925160.09522,E_pb,False,36100925160.09522,43004278860.03387,24646528913.062943,5642157000.0,0.191261164647664,0.097815291161916,0.1786306577007489,0.044898351,11.365412985630522,3.1084870210790923e-30,insufficient_returns,0.0,0.371925652,0.373925652,1.52355148,7.131183567,1.01460311,0.931372262,21.15270351,57.45239879,47.92662116,45.74997342,45.74997342,19.9220048,38.84986348,34.85906863,32.05494157,32.05494157,10.23567028,0.202371824,1.623389464,12.45,31.88739,1.751503616,11.59829474,88.40170526,27880.151,5642.157,0.131199898,0.0,0.0,0.002,5642157000.0,BKU,,,BKU,2834736661.76,0.296794806525949,,2834736661.76,5642157000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
BKU,2017,36193848479.26499,E_pb,False,36193848479.26499,47695191934.37663,27377191203.00827,5173830000.0,0.191261164647664,0.097815291161916,0.1795739469600893,0.373925652,13.56927844076194,3.0459386928130567e-42,insufficient_returns,0.0,0.262959392,0.270959392,1.588948892,7.455255845,1.115972283,1.039761356,22.15799615,62.68986555,67.49942805,55.39396741,55.39396741,21.15270351,57.45239879,47.92662116,45.74997342,45.74997342,10.32045248,0.170489089,1.437795423,12.45,32.4312293,1.989833347,9.786127681,90.21387232,30346.986,5173.83,0.108476972,0.0,0.0,0.008,5173830000.0,BKU,,,BKU,3062628730.88,0.1936161253312757,,3062628730.88,5173830000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
BKU,2018,27197953897.678726,E_pb,False,27197953897.678726,34686643147.370056,27849764767.848152,5373749000.0,0.0728081406794171,0.0682020351698542,0.0720482155703841,0.270959392,28.734674444731535,7.039088107643565e-182,ok,0.0,-0.37448478,-0.35638478,2.09648861,8.427562717,1.038411832,0.934546409,25.55841295,57.14501966,57.68154564,49.68118701,49.68118701,22.15799615,62.68986555,67.49942805,55.39396741,55.39396741,10.37861323,0.167071712,1.015205977,13.08,28.26105,3.352526777,13.41411983,86.58588017,32164.326,5373.749,0.154922717,0.0,0.0,0.0181,5373749000.0,BKU,,,BKU,2251844405.76,0.194918894044694,0.0728081406794171,2251844405.76,5373749000.0,0.0181,1.0,0.0728081406794171,2.0,2017.0,2016.0,7529203508.963732,0.0217755578077019,0.0,9.0,converged,16.330261129279823,16.308485571472122,16.308485571472122,4.2948022106510574e-60,converged
BKU,2019,32507951785.249332,E_pb,False,32507951785.249332,27663954494.126495,27831171613.50418,5009839000.0,0.3952880991396823,0.1488220247849205,0.3623769035272571,-0.35638478,4.391472406126311,5.629281290071666e-06,ok,0.0,0.05225581,0.07365581,1.943891269,7.558900112,1.148110139,1.004412147,24.56383212,51.80921536,65.83147618,50.01291846,50.01291846,25.55841295,57.14501966,57.68154564,49.68118701,49.68118701,10.400355,0.152407725,1.166771547,12.79,20.99961,2.381670557,15.33289666,84.66710334,32871.293,5009.839,0.181096271,0.0,0.0,0.0214,5009839000.0,BKU,,,BKU,2749747210.24,0.2402646652054715,0.3952880991396823,2749747210.24,5009839000.0,0.0214,1.0,0.3952880991396823,3.0,2018.0,2016.0,7653308085.089693,0.1421191358666452,0.0,6.0,converged,3.203179688316633,3.061060552449988,3.061060552449988,0.0011027724270959,converged
BKU,2020,33622043957.642857,E_pb,False,33622043957.642857,5101635412.493001,19569216431.731434,4025494000.0,0.3207866172031767,0.1301966543007942,0.3004076284632767,0.07365581,7.536936971009728,2.405693651011602e-14,ok,1.0,-0.198575081,-0.194175081,1.812935373,6.160049038,1.372298406,0.845372816,25.55404648,52.36474624,64.755372,50.2289082,50.2289082,24.56383212,51.80921536,65.83147618,50.01291846,50.01291846,10.4634031,0.114979643,1.08510715,14.66,21.00652,2.432441382,44.10471046,55.89528954,35010.493,4025.494,0.789059522,0.0,0.0,0.0044,4025494000.0,BKU,,,BKU,2615870021.12,0.5780405439478651,0.3207866172031767,2615870021.12,4025494000.0,0.0044,1.0,0.3207866172031767,3.0,2019.0,2017.0,6623685337.814986,0.1266907416334875,0.0,7.0,converged,4.028941197859727,3.90225045622624,3.90225045622624,4.7651235120234366e-05,converged
BKU,2021,39353977280.10049,E_pb,False,39353977280.10049,11558736495.134554,28780334824.97607,2825416000.0,0.2171713155057824,0.1042928288764456,0.2096100715575727,-0.194175081,11.86552196636499,8.939199601788545e-33,ok,1.0,0.259638257,0.260038257,1.771106027,1.605742438,1.28958549,1.080728254,23.52029672,59.91277317,60.22065699,52.27286509,52.27286509,25.55404648,52.36474624,64.755372,50.2289082,50.2289082,10.48613314,0.078888308,1.192906976,14.29,20.93924,1.975880252,19.64256147,80.35743853,35815.396,2825.416,0.244439866,0.0,0.0,0.0004,2825416000.0,BKU,,,BKU,3623766287.66,0.2689387912208564,0.2171713155057824,3623766287.66,2825416000.0,0.0004,1.0,0.2171713155057824,3.0,2020.0,2018.0,6448052347.394163,0.1220489623302744,0.0,7.0,converged,6.824887912756297,6.702838950426022,6.702838950426022,1.022043567959494e-11,converged
BKU,2022,32392950732.468025,E_pb,False,32392950732.468025,23281344012.187794,29110625659.89376,6330923000.0,0.2283205200081178,0.1070801300020294,0.2084990636393312,0.260038257,9.8288815042884,4.2276299467402233e-23,ok,1.0,-0.013707999,0.000492001,3.684229103,8.292435494,1.172953852,0.966056332,39.15047945,58.23033709,69.97686176,55.32377097,55.32377097,23.52029672,59.91277317,60.22065699,52.27286509,52.27286509,10.51939488,0.170982587,1.055289725,12.68,21.24215,4.677428712,21.37939318,78.62060682,37026.712,6330.923,0.271931165,0.0,0.0,0.0141999999999999,6330923000.0,BKU,,,BKU,2570665720.39,0.312326614974818,0.2283205200081178,2570665720.39,6330923000.0,0.0141999999999999,1.0,0.2283205200081178,3.0,2021.0,2019.0,8812324876.94471,0.0666039662791061,0.0,6.0,converged,5.2117511953596285,5.145147229080522,5.145147229080522,1.3365554079212646e-07,converged
BKU,2023,28009620762.079975,E_pb,False,28009620762.079975,13755614647.394997,25124271959.682148,5823973000.0,0.2278776309905217,0.1069694077476304,0.2070649962879739,0.000492001,8.396037998277356,2.3089812695529858e-17,ok,1.0,-0.042115233,0.007384767,4.02780592,7.680362577,1.388620742,1.04335831,35.05488485,52.33024574,67.78089984,51.45702423,51.45702423,39.15047945,58.23033709,69.97686176,55.32377097,55.32377097,10.48463017,0.162855461,0.935599011,13.38,21.84145,5.146740518,29.74512594,70.25487406,35761.607,5823.973,0.423388787,0.0,0.0,0.0495,5823973000.0,BKU,,,BKU,2411900337.15,0.7451877363694616,0.2278776309905217,2411900337.15,5823973000.0,0.0495,1.0,0.2278776309905217,3.0,2022.0,2020.0,7954605475.077323,0.0690943348036315,0.0,6.0,converged,5.263172525864747,5.194078191061116,5.194078191061116,1.0286833245173713e-07,converged
BLFY,2022,1548237001.070592,E_pb,False,1548237001.070592,9188717199.314903,,319802000.0,0.191261164647664,0.097815291161916,0.1752635451036597,0.044898351,10.238764356939102,6.646154884713718e-25,insufficient_returns,1.0,0.006781352,0.020981352,2.607800919,5.271747985,0.306334443,0.29917916,15.8938172,48.49985024,44.80540037,40.18586985,40.18586985,17.43215031,28.49513127,27.66868804,24.0943128,24.0943128,7.622340024,0.156509594,0.898291072,21.9,31.28221211,3.765047599,3.407745808,97.91312217,2043.338,319.802,0.03480377,0.0,0.0,0.0141999999999999,319802000.0,BLFY,,,BLFY,279112280.0,0.1775408989170435,,279112280.0,319802000.0,0.0141999999999999,1.0,,0.0,2021.0,2021.0,,,,,no_sigma_E,,,,,no_sigma_E
BLFY,2023,1091977664.684112,E_pb,False,1091977664.684112,8975131847.623646,,406429000.0,0.191261164647664,0.097815291161916,0.1659148325670164,0.020981352,7.907465612745688,1.3134083047505238e-15,insufficient_returns,1.0,-0.050720988,-0.001220988,3.660751973,6.536080786,0.482757212,0.466543673,18.8284145,49.20674807,57.76172158,45.89074703,45.89074703,15.8938172,48.49985024,44.80540037,40.18586985,40.18586985,7.623134975,0.198746383,0.666435768,21.12,23.25648923,4.7719115,5.119778184,113.0595611,2044.963,406.429,0.045283903,0.0,0.0,0.0495,406429000.0,BLFY,,,BLFY,210040136.0,0.3802867767193613,,210040136.0,406429000.0,0.0495,1.0,,1.0,2022.0,2022.0,,,,,no_sigma_E,,,,,no_sigma_E
BMRC,2017,3901934857.8619647,E_pb,False,3901934857.8619647,425020030.8926391,2435270799.560555,5739000.0,0.191261164647664,0.097815291161916,0.1911239254901904,0.044898351,34.2712024792688,1.0540244474235053e-257,insufficient_returns,0.0,0.135517489,0.143517489,1.545370691,6.24680313,0.770158287,0.763619462,24.17324669,48.94157876,70.89338824,50.08683891,50.08683891,23.24383959,46.69594949,73.61916951,49.96521557,49.96521557,7.811225782,0.00232522,1.584596771,14.91,36.58443,2.213597204,1.332299379,98.66770062,2468.154,5.739,0.013502893,0.0,0.0,0.008,5739000.0,BMRC,,,BMRC,551347400.0,0.154564727044978,,551347400.0,5739000.0,0.008,1.0,,0.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
BMRC,2018,4531432691.914452,E_pb,False,4531432691.914452,970035366.0404304,2496086436.0807276,9640000.0,0.191261164647664,0.097815291161916,0.1910627934077571,0.143517489,32.87014866542267,2.9355755742441347e-237,insufficient_returns,0.0,-0.210218413,-0.192118413,1.537155598,6.2584816,0.573525101,0.56991499,23.52538211,43.21106858,70.46968688,47.08092167,47.08092167,24.17324669,48.94157876,70.89338824,50.08683891,50.08683891,7.832368086,0.003824043,1.804451601,14.93,36.25868,2.709990266,0.983999465,99.01600053,2520.892,9.64,0.009937782,0.0,0.0,0.0181,9640000.0,BMRC,,,BMRC,668751964.0,0.1642104137517595,,668751964.0,9640000.0,0.0181,1.0,,1.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
BMRC,2019,4911416489.014319,E_pb,False,4911416489.014319,559634627.5842375,2693227574.022496,2920000.0,0.2373304223138635,0.1093326055784658,0.2372543685829676,-0.192118413,30.381169469648665,4.8705296801103256e-203,ok,0.0,0.035846619,0.057246619,1.377314248,5.008363472,0.54210727,0.540310292,22.06022092,41.1487342,67.637695,45.01503857,45.01503857,23.52538211,43.21106858,70.46968688,47.08092167,47.08092167,7.90369972,0.001078573,1.816110462,15.07,36.25868,2.07144247,0.519060678,99.48093932,2707.28,2.92,0.00521769,0.0,0.0,0.0214,2920000.0,BMRC,,,BMRC,730535305.0,0.1835474637929691,0.2373304223138635,730535305.0,2920000.0,0.0214,1.0,0.2373304223138635,2.0,2018.0,2017.0,733393480.8775108,0.236405499887107,0.0,3.0,converged,23.584233587053,23.347828087165897,23.347828087165897,7.2499128199472765e-121,converged
BMRC,2020,3764576292.188461,E_pb,False,3764576292.188461,390426118.0888208,2890934068.441567,2835000.0,0.1742971796034345,0.0935742949008586,0.1742364351398273,0.057246619,41.519266007915355,0.0,ok,1.0,-0.196970769,-0.192570769,1.250677,5.942827105,0.846659479,0.842633306,20.85479836,35.41537054,70.09262056,43.06673561,43.06673561,22.06022092,41.1487342,67.637695,45.01503857,45.01503857,7.976569997,0.000973582,1.29407306,16.03,34.19793,2.191206957,0.720895093,99.27910491,2911.926,2.835,0.007261297,0.0,0.0,0.0044,2835000.0,BMRC,,,BMRC,556860874.0,0.3580404259530653,0.1742971796034345,556860874.0,2835000.0,0.0044,1.0,0.1742971796034345,3.0,2019.0,2017.0,559683427.4025979,0.1734181771938263,0.0,3.0,converged,30.589447983036266,30.41602980584244,30.41602980584244,1.6859900971870586e-203,converged
BMRC,2021,5680409538.43701,E_pb,False,5680409538.43701,577488956.7296759,4311081074.2257805,419000.0,0.14410172978227,0.0860254324455675,0.1440974462577068,-0.192570769,64.62143615590549,0.0,ok,1.0,0.213793838,0.214193838,1.793018694,1.515703803,0.755582651,0.755174387,19.0205481,33.68672278,61.27923766,38.99786934,38.99786934,20.85479836,35.41537054,70.09262056,43.06673561,43.06673561,8.369669273,9.71e-05,1.316802519,14.58,25.48846,2.119108198,0.072502878,99.92749712,4314.209,0.419,0.000725555,0.0,0.0,0.0004,419000.0,BMRC,,,BMRC,593045716.89,0.2273733264896403,0.14410172978227,593045716.89,419000.0,0.0004,1.0,0.14410172978227,3.0,2020.0,2018.0,593464549.323515,0.1440000312423619,0.0,3.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
BMRC,2022,5160526624.289975,E_pb,False,5160526624.289975,147886508853.01443,4144313054.640715,112439000.0,0.2051416593506549,0.1012854148376637,0.2029270626495113,0.214193838,19.916227322282868,1.4717527699475636e-88,ok,1.0,0.053245382,0.067445382,3.109318282,7.342040552,0.756933801,0.756505229,17.26625006,27.70510615,68.45344507,38.58260321,38.58260321,19.0205481,33.68672278,61.27923766,38.99786934,38.99786934,8.330252342,0.027110302,1.278932999,15.9,25.48846,4.082487277,0.075972818,99.92402718,4147.464,112.439,0.000760306,0.0,0.0,0.0141999999999999,112439000.0,BMRC,,,BMRC,527038057.44000006,0.2938262789432684,0.2051416593506549,527038057.44000006,112439000.0,0.0141999999999999,1.0,0.2051416593506549,3.0,2021.0,2019.0,637891706.3090652,0.1694918830551946,0.0,8.0,converged,10.409474451821294,10.2399825687661,10.2399825687661,6.5630008419194955e-25,converged
BMRC,2023,3061305784.76476,E_pb,False,3061305784.76476,23132441097.95091,3799583464.254299,26298000.0,0.2059939131896471,0.1014984782974117,0.2051038958369169,0.067445382,23.461618135170436,5.030431225500557e-122,ok,1.0,0.005828468,0.055328468,3.711237617,6.969067138,0.882376764,0.881629953,15.2370401,27.97942848,54.95802328,33.83550721,33.83550721,17.26625006,27.70510615,68.45344507,38.58260321,38.58260321,8.243782924,0.006913426,0.810382712,16.89,25.48846,4.906584909,0.113555364,99.88644464,3803.903,26.298,0.001136845,0.0,0.0,0.0495,26298000.0,BMRC,,,BMRC,355808254.26,0.4979921828318128,0.2059939131896471,355808254.26,26298000.0,0.0495,1.0,0.2059939131896471,3.0,2022.0,2020.0,380836196.5086765,0.1924563245648314,0.0,4.0,converged,14.241652937215717,14.049196612650883,14.049196612650883,3.895643814221151e-45,converged
BOH,2016,51083482647.763695,E_pb,False,51083482647.763695,4304335869.284289,13904987685.11889,800932000.0,0.191261164647664,0.097815291161916,0.1898186545827285,0.044898351,22.115215588711372,1.1281409337514898e-108,insufficient_returns,0.0,0.317419393,0.319419393,1.265469854,6.373341693,0.912418459,0.807923607,24.18016917,39.58828892,56.99232082,40.58898185,40.58898185,19.06124469,43.76052802,49.83047386,39.75638761,39.75638761,9.710652947,0.048563799,3.25550102,14.49,30.49195,1.433160727,15.68834428,84.31165572,16492.367,800.932,0.186075628,0.0,0.0,0.002,800932000.0,BOH,,,BOH,3524079412.0,0.1461785810582864,,3524079412.0,800932000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
