instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status
BANF,2023,27456935986.099808,E_pb,False,27456935986.099808,,,89452000.0,0.2317755482423161,0.107943887060579,0.2313734269274774,0.023241259,24.749596500939052,1.5657272705479118e-135,ok,1.0,0.060921671,0.110421671,0.110421671,7.792237282,1.115607807,1.115607807,14.98557002,40.31887931,25.31391435,29.260079,29.260079,16.94937276,44.86363711,22.60256009,30.54128564,30.54128564,9.423194529,0.007230173,2.235435359,16.9,19.56257,0.0,0.0,100.0,12372.042,89.452,0.0,0.0,0.0,0.0495,89452000.0,BANF,,,BANF,3205370641.94,0.2705016471669134,0.2317755482423161,3205370641.94,89452000.0,0.0495,1.0,0.2317755482423161,3.0,2022.0,2020.0,3290502571.7456226,0.2257790479286416,0.0,4.0,converged,16.299481922268996,16.073702874340356,16.073702874340356,1.9503649055001802e-58,converged
BANR,2016,12954954965.325983,E_pb,False,12954954965.325983,1891481694.0509288,8629783414.90441,255101000.0,0.191261164647664,0.097815291161916,0.189456620001172,0.044898351,20.975912768147772,5.442875850863483e-98,insufficient_returns,0.0,0.271661317,0.273661317,1.527523883,8.2611278,1.255529529,1.149897266,21.15270351,27.65481043,37.73748578,27.30228085,27.30228085,18.2821119,23.76090842,34.38112745,24.16261646,24.16261646,9.189491333,0.026047544,1.358165746,13.4,31.88739,1.888614485,11.88405187,88.11594813,9793.668,255.101,0.134868342,0.0,0.0,0.002,255101000.0,BANR,,,BANR,1847450989.02,0.2026199712127127,,1847450989.02,255101000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
BANR,2017,13213121153.52348,E_pb,False,13213121153.52348,1976271470.4119685,8887329217.53536,194769000.0,0.191261164647664,0.097815291161916,0.1899037281588095,0.273661317,23.629941532145665,9.490079686155883e-124,insufficient_returns,0.0,0.177577543,0.185577543,1.571641895,7.204809401,1.049713213,0.983216058,22.15799615,31.16594429,57.29924502,36.08603658,36.08603658,21.15270351,27.65481043,37.73748578,27.30228085,27.30228085,9.186376416,0.019949281,1.380906517,13.81,31.375235,2.044033137,8.971228445,91.02877156,9763.209,194.769,0.098553768,0.0,0.0,0.008,194769000.0,BANR,,,BANR,1856909310.62,0.1862457064530274,,1856909310.62,194769000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
BANR,2018,13870128521.15657,E_pb,False,13870128521.15657,7344812850.055808,10740534378.247192,773275000.0,0.0622846339079033,0.0655711584769758,0.0624581855881856,0.185577543,50.02927159084796,0.0,ok,0.0,-0.253049506,-0.234949506,1.485651221,7.894237981,0.917943584,0.857752395,21.58687943,27.64934071,55.92271819,33.84625154,33.84625154,22.15799615,31.16594429,57.29924502,36.08603658,36.08603658,9.381880433,0.065138097,1.249781585,13.12,33.3473,2.54786528,9.525334225,90.47466577,11871.317,773.275,0.105281784,0.0,0.0,0.0181,773275000.0,BANR,,,BANR,1816261143.06,0.1776584098544489,0.0622846339079033,1816261143.06,773275000.0,0.0181,1.0,0.0622846339079033,2.0,2017.0,2016.0,2575665771.096925,0.0439207453265853,0.0,5.0,converged,27.8295164686976,27.785595723371017,27.785595723371017,3.2383164302687753e-170,converged
BANR,2019,14853846164.279615,E_pb,False,14853846164.279615,5655640766.481755,11237453206.58809,687778000.0,0.2718108163948683,0.117952704098717,0.2650019897471337,-0.234949506,10.74614002530489,3.0896876756617936e-27,ok,0.0,0.057329093,0.078729093,1.285807353,6.043018305,0.809516123,0.748819911,20.28455285,30.48412377,59.84081503,36.6628188,36.6628188,21.58687943,27.64934071,55.92271819,33.84625154,33.84625154,9.441771962,0.054568098,1.246519872,12.93,33.3473,1.823803646,10.8423868,89.1576132,12604.031,687.778,0.121609209,0.0,0.0,0.0214,687778000.0,BANR,,,BANR,1921881395.98,0.2797906095400155,0.2718108163948683,1921881395.98,687778000.0,0.0214,1.0,0.2718108163948683,3.0,2018.0,2016.0,2595097316.760504,0.2012980969479009,0.0,5.0,converged,6.8037088664895595,6.602410769541659,6.602410769541659,2.022623828499402e-11,converged
BANR,2020,14236601228.601444,E_pb,False,14236601228.601444,1620535032.3881145,11222910580.71537,549960000.0,0.2185763991829301,0.1046440997957325,0.2143388887569235,0.078729093,15.617263888232502,2.7769135676437996e-55,ok,1.0,-0.196029824,-0.191629824,1.086553589,6.051228145,1.102514299,0.894948867,18.99807322,45.57936492,63.03030303,45.29827409,45.29827409,20.28455285,30.48412377,59.84081503,36.6628188,36.6628188,9.617911461,0.036586868,0.983077788,14.73,31.65856,1.799242525,25.33799856,74.66200144,15031.623,549.96,0.339369399,0.0,0.0,0.0044,549960000.0,BANR,,,BANR,1611082200.0,0.4702090671400503,0.2185763991829301,1611082200.0,549960000.0,0.0044,1.0,0.2185763991829301,3.0,2019.0,2017.0,2158627691.8134174,0.1631335257114785,0.0,5.0,converged,8.490521431223012,8.327387905511534,8.327387905511534,4.1322797718371626e-17,converged
BANR,2021,20004985028.986023,E_pb,False,20004985028.986023,2140895709.9068537,13455738354.82338,532869000.0,0.1699827453599319,0.0924956863399829,0.167972289370001,-0.191629824,20.515361366753982,7.849879961016141e-94,ok,1.0,0.245629636,0.246029636,1.476710763,1.532577802,1.099396639,0.91707277,17.53574147,31.44788252,70.68341515,41.05909631,41.05909631,18.99807322,45.57936492,63.03030303,45.29827409,45.29827409,9.729424123,0.031709197,1.229411341,14.71,20.12428,1.602131037,19.92953975,80.07046025,16804.872,532.869,0.248900027,0.0,0.0,0.0004,532869000.0,BANR,,,BANR,2078107183.44,0.2288108239800704,0.1699827453599319,2078107183.44,532869000.0,0.0004,1.0,0.1699827453599319,3.0,2020.0,2018.0,2610763078.4638405,0.1353023440185848,0.0,5.0,converged,11.81557927330857,11.680276929289985,11.680276929289985,8.038544658212306e-32,converged
BANR,2022,22816223281.36121,E_pb,False,22816223281.36121,2267935970.0020103,13179920749.882471,456603000.0,0.2208427866971582,0.1052106966742895,0.21857413403923,0.246029636,19.002109873505074,8.191226217223805e-81,ok,1.0,0.033181615,0.047381615,3.56840971,7.787657948,0.999193048,0.86037899,20.47425428,34.5319134,68.4273743,42.44060208,42.44060208,17.53574147,31.44788252,70.68341515,41.05909631,41.05909631,9.66987887,0.028837906,1.483805586,14.04,19.86252,4.403643259,16.75890873,83.24109127,15833.431,456.603,0.201329758,0.0,0.0,0.0141999999999999,456603000.0,BANR,,,BANR,2161061937.6,0.368118258992699,0.2208427866971582,2161061937.6,456603000.0,0.0141999999999999,1.0,0.2208427866971582,3.0,2021.0,2019.0,2611226992.745113,0.1827703839640473,0.0,8.0,converged,9.709799070135158,9.52702868617111,9.52702868617111,8.092465459854755e-22,converged
BANR,2023,16703145400.470749,E_pb,False,16703145400.470749,2786256103.03172,12650448868.532854,665141000.0,0.2191397222274557,0.1047849305568639,0.2147603575202669,0.047381615,15.30414086034884,3.5871546570678155e-53,ok,1.0,0.011640194,0.061140194,4.053211335,6.945536043,1.011457464,0.847321044,22.19748002,52.96715923,72.87715757,53.68261335,53.68261335,20.47425428,34.5319134,68.4273743,42.44060208,42.44060208,9.659528287,0.042445718,1.113153423,14.58,18.85453,4.934168059,19.27164505,80.72835495,15670.391,665.141,0.238722133,0.0,0.0,0.0495,665141000.0,BANR,,,BANR,1839698643.64,0.3429067268726027,0.2191397222274557,1839698643.64,665141000.0,0.0495,1.0,0.2191397222274557,3.0,2022.0,2020.0,2472716764.2280493,0.1630397203521314,0.0,5.0,converged,8.438831063343356,8.275791342991225,8.275791342991225,6.380264171742325e-17,converged
BCBP,2018,2204845657.133697,E_pb,False,2204845657.133697,1690214709.888155,2291842582.7828417,282377000.0,0.191261164647664,0.097815291161916,0.1806521565069559,0.044898351,12.201679201896962,1.5223966225167856e-34,insufficient_returns,0.0,-0.186578601,-0.168478601,1.676644676,5.844790989,0.576865953,0.524260326,21.58687943,32.89985547,71.94981124,42.22026036,42.22026036,22.15799615,28.09817446,58.80233356,35.10553462,35.10553462,7.891604094,0.105572112,0.921621824,12.01,39.93828,3.0318904,14.31502522,85.68497478,2674.731,282.377,0.167065757,0.0,0.0,0.0181,282377000.0,BCBP,,,BCBP,179692422.0,0.1570185319861252,,179692422.0,282377000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
BCBP,2019,2956550619.6630816,E_pb,False,2956550619.6630816,1625267724.0531998,2476790749.3106375,282610000.0,0.191261164647664,0.097815291161916,0.1831082073211594,-0.168478601,12.30834366228911,4.0841154292599826e-35,insufficient_returns,0.0,0.037254386,0.058654386,1.227069119,5.92031936,0.818864123,0.741287539,20.28455285,22.92548168,65.4897591,34.94735219,34.94735219,21.58687943,32.89985547,71.94981124,42.22026036,42.22026036,7.975037878,0.097201414,1.126365929,13.84,39.81596,1.955839266,14.81279418,85.18720582,2907.468,282.61,0.173885198,0.0,0.0,0.0214,282610000.0,BCBP,,,BCBP,236672254.0,0.2330616584514301,,236672254.0,282610000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
BCML,2019,2210689936.6916,E_pb,False,2210689936.6916,274406131.4621779,1936026935.4805424,8242000.000000001,0.191261164647664,0.097815291161916,0.1909140693282745,0.044898351,29.44891644931571,6.499123443097749e-191,insufficient_returns,0.0,-0.052949599,-0.031549599,1.749079544,5.935711191,0.719561972,0.704154357,20.28455285,20.05820731,52.35487637,28.79662632,28.79662632,21.58687943,24.04282904,55.88385521,32.04343108,32.04343108,7.597986713,0.004133033,1.11317336,14.96,27.15013864,2.442982219,2.915993141,97.08400686,1994.177,8.242,0.030035772,0.0,0.0,0.0214,8242000.000000001,BCML,,,BCML,250296906.0,0.1519771519804613,,250296906.0,8242000.000000001,0.0214,1.0,,0.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
BCML,2020,1437455558.145384,E_pb,False,1437455558.145384,130475808.88864245,1382833236.6132195,76694000.0,0.191261164647664,0.097815291161916,0.1865279876754406,-0.031549599,15.72868407890794,4.8094708646732915e-56,insufficient_returns,1.0,-0.306433732,-0.302033732,1.720690247,5.047734615,0.931070544,0.651917566,18.99807322,18.9413821,53.05446491,28.49453289,28.49453289,20.28455285,20.05820731,52.35487637,28.79662632,28.79662632,7.694240696,0.034929721,0.678374022,18.64,27.15190638,2.62314548,37.01987294,62.98012706,2195.666,76.694,0.587802449,0.0,0.0,0.0044,76694000.0,BCML,,,BCML,166974673.0,0.6587471827591608,,166974673.0,76694000.0,0.0044,1.0,,1.0,2019.0,2019.0,,,,,no_sigma_E,,,,,no_sigma_E
BCML,2021,1738643524.914912,E_pb,False,1738643524.914912,199072026.350988,1726673859.9955297,71945000.0,0.191261164647664,0.097815291161916,0.187548027579015,-0.302033732,15.49408148551234,1.9017886512456763e-54,ok,1.0,0.191019256,0.191419256,1.588905949,1.651782589,1.046671967,0.832077373,19.0205481,33.353367,37.86408702,30.40307064,30.40307064,18.99807322,18.9413821,53.05446491,28.49453289,28.49453289,7.762467159,0.030605816,0.762980581,17.64,28.63838282,2.029524393,26.54630265,73.45369735,2350.697,71.945,0.361401857,0.0,0.0,0.0004,71945000.0,BCML,,,BCML,206489444.00000003,0.2076076906385615,0.191261164647664,206489444.00000003,71945000.0,0.0004,1.0,0.191261164647664,2.0,2020.0,2019.0,278405671.7548329,0.1418556285078444,0.0,5.0,converged,9.612864055755276,9.471008427247432,9.471008427247432,1.3857746601345296e-21,converged
BCML,2022,1875591996.2625928,E_pb,False,1875591996.2625928,230063934.00085703,1913020401.8369992,72195000.0,0.24710747589895,0.1117768689747375,0.2420914278476792,0.191419256,14.280528224332151,1.4469975610783482e-46,ok,1.0,0.11964876,0.13384876,3.03046344,6.413445139,0.719119011,0.584924027,17.26625006,33.52812535,46.75605214,33.65975928,33.65975928,19.0205481,33.353367,37.86408702,30.40307064,30.40307064,7.829365438,0.028724793,0.768326587,18.21,26.88975467,4.005710341,23.88515009,76.11484991,2513.334,72.195,0.313804075,0.0,0.0,0.0141999999999999,72195000.0,BCML,,,BCML,208910962.0,0.213261591359342,0.24710747589895,208910962.0,72195000.0,0.0141999999999999,1.0,0.24710747589895,3.0,2021.0,2019.0,280088037.369347,0.1843115507264572,0.0,5.0,converged,7.524859673211271,7.340548122484813,7.340548122484813,1.063604351175832e-13,converged
BCML,2023,2159542445.433422,E_pb,False,2159542445.433422,227439386.2309911,1935460155.452028,72446000.0,0.269815912616962,0.1174539781542405,0.2648705408222873,0.13384876,13.314343064774803,9.552273068027289e-41,ok,1.0,-0.08253283,-0.03303283,2.87648695,5.850047699,0.733971474,0.595348724,15.2370401,27.01019924,50.46937607,31.73885651,31.73885651,17.26625006,33.52812535,46.75605214,33.65975928,33.65975928,7.84461697,0.028388376,0.870953923,19.34,26.90051,3.969302307,24.15789607,75.84210393,2551.96,72.446,0.318528823,0.0,0.0,0.0495,72446000.0,BCML,,,BCML,259652771.0,0.3341756395626321,0.269815912616962,259652771.0,72446000.0,0.0495,1.0,0.269815912616962,3.0,2022.0,2020.0,328600002.8863539,0.2132028264014438,0.0,5.0,converged,7.430611999693778,7.217409173292334,7.217409173292334,2.6493681153385654e-13,converged
BFC,2019,4496439774.704941,E_pb,False,4496439774.704941,666417179.370292,1886646479.168232,114277000.0,0.191261164647664,0.097815291161916,0.1889451008757759,0.044898351,19.712400527695017,8.43839596142656e-87,insufficient_returns,0.0,-0.000601121,0.020798879,1.424923546,4.445919271,0.510984701,0.458693948,20.28455285,54.55131923,33.53602887,39.13042473,39.13042473,21.58687943,11.21203672,29.88341106,16.31919819,16.31919819,7.70082381,0.051705119,2.145359551,10.35,33.52027,2.116689071,14.6378701,85.3621299,2210.168,114.277,0.171479673,0.0,0.0,0.0214,114277000.0,BFC,,,BFC,670753057.1416,0.3452774083230247,,670753057.1416,114277000.0,0.0214,1.0,,0.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
BFC,2020,4456364028.53996,E_pb,False,4456364028.53996,504736431.2440504,2356851232.3974013,77346000.0,0.191261164647664,0.097815291161916,0.1896669593532958,0.020798879,21.47880224684887,1.228809094713854e-102,insufficient_returns,1.0,-0.113738715,-0.109338715,1.039129639,4.131637217,0.600452708,0.544937827,23.1918911,49.54542869,29.26306252,35.71314491,35.71314491,20.28455285,54.55131923,33.53602887,39.13042473,39.13042473,7.907657481,0.028456786,1.687588388,11.74,33.52027,1.705692298,13.28780874,86.71219126,2718.016,77.346,0.153240375,0.0,0.0,0.0044,77346000.0,BFC,,,BFC,621028614.13076,0.3173300816688506,,621028614.13076,77346000.0,0.0044,1.0,,1.0,2019.0,2019.0,,,,,no_sigma_E,,,,,no_sigma_E
BFC,2021,4895766503.285185,E_pb,False,4895766503.285185,1037182219.0609536,2760223494.2074704,66632999.99999999,0.0920211752047017,0.0730052938011754,0.0917658379984324,-0.109338715,45.73483569995464,0.0,ok,1.0,0.098585722,0.098985722,1.128389382,1.505733009,0.573955983,0.547143076,20.96683625,45.30235084,28.89113485,33.37976934,33.37976934,23.1918911,49.54542869,29.26306252,35.71314491,35.71314491,7.98533186,0.022683173,1.705295936,12.44,23.72035,1.357346345,6.036608226,93.96339177,2937.552,66.633,0.064244256,0.0,0.0,0.0004,66632999.99999999,BFC,,,BFC,695084209.53532,0.1144764487709734,0.0920211752047017,695084209.53532,66632999.99999999,0.0004,1.0,0.0920211752047017,2.0,2020.0,2019.0,761690561.6652728,0.083974344778698,0.0,4.0,converged,29.059664443402415,28.975690098623716,28.975690098623716,6.661539328068925e-185,converged
BFC,2022,6538332469.175324,E_pb,False,6538332469.175324,1865038385.1135669,3434608817.082115,122625000.0,0.1052362792654244,0.0763090698163561,0.104703743353717,0.098985722,39.0472370286558,0.0,ok,1.0,0.030260666,0.044460666,3.237591097,5.210948631,0.311726353,0.296838888,24.13992042,46.32169997,23.45530726,32.62624801,32.62624801,20.96683625,45.30235084,28.89113485,33.37976934,33.37976934,8.205336452,0.033500144,1.848131475,12.23,23.72035,4.189680137,6.169304142,93.83069586,3660.432,122.625,0.065749317,0.0,0.0,0.0141999999999999,122625000.0,BFC,,,BFC,893102378.99188,0.1876562213716175,0.1052362792654244,893102378.99188,122625000.0,0.0141999999999999,1.0,0.1052362792654244,3.0,2021.0,2019.0,1013998408.7337124,0.0926892693118329,0.0,6.0,converged,22.991025424115172,22.89833615480334,22.89833615480334,2.4134819586477473e-116,converged
BFC,2023,5934245432.439402,E_pb,False,5934245432.439402,1972657022.744957,3966213027.601542,127141000.0,0.1080326357936598,0.0770081589484149,0.1073818798891243,0.044460666,36.34777456187549,1.424622802659965e-289,ok,1.0,-0.022234498,0.027265502,3.677090915,4.84731346,0.279936306,0.266818573,24.8306913,41.85944506,27.95172677,32.37921446,32.37921446,24.13992042,46.32169997,23.45530726,32.62624801,32.62624801,8.348026805,0.030115054,1.449250002,13.99,23.72035,4.786959977,6.054915656,93.94508434,4221.842,127.141,0.06445165,0.0,0.0,0.0495,127141000.0,BFC,,,BFC,833831634.5950401,0.2688480786490771,0.1080326357936598,833831634.5950401,127141000.0,0.0495,1.0,0.1080326357936598,3.0,2022.0,2020.0,954832380.1067126,0.0943422442584332,0.0,6.0,converged,21.94339710527847,21.849054861020036,21.849054861020036,3.967914317320402e-106,converged
BFIN,2018,2059500240.101472,E_pb,False,2059500240.101472,275646353.31097376,1472854394.8312776,21049000.0,0.191261164647664,0.097815291161916,0.1903157690025671,0.044898351,24.277139365628702,1.7094145851198226e-130,insufficient_returns,0.0,-0.203215892,-0.185115892,1.543036306,5.240916438,0.440561191,0.417680036,22.59698044,31.13359775,24.58916278,24.43981763,24.43981763,23.13346995,33.14605027,31.91146191,28.06903545,28.06903545,7.368544713,0.013277404,1.316583672,15.3,28.26105,2.390638813,7.094482525,92.90551747,1585.325,21.049,0.076362338,0.0,0.0,0.0181,21049000.0,BFIN,,,BFIN,186287465.0,0.1813762926964174,,186287465.0,21049000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
BFIN,2019,1705297658.2111084,E_pb,False,1705297658.2111084,8906593.054405121,1477893117.825126,61000.0,0.191261164647664,0.097815291161916,0.1912578221259867,-0.185115892,52.46847610370733,0.0,insufficient_returns,0.0,-0.068996957,-0.047596957,1.35760164,4.026592005,0.370800793,0.368805325,21.29806636,25.97546007,10.67069935,16.87122591,16.87122591,22.59698044,31.13359775,24.58916278,24.43981763,24.43981763,7.305198296,4.1e-05,1.146068802,16.38,20.99961,1.778313789,0.680227158,99.31977284,1488.015,0.061,0.006848859,0.0,0.0,0.0214,61000.0,BFIN,,,BFIN,162985956.0,0.2188164545764343,,162985956.0,61000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
BFST,2021,6048678826.577439,E_pb,False,6048678826.577439,689416507.3279914,3715414863.4558,187590000.0,0.191261164647664,0.097815291161916,0.1884502673155148,0.044898351,18.7371461844617,1.2324928501938354e-78,insufficient_returns,1.0,0.170551464,0.170951464,1.444016853,1.542927489,0.884384102,0.726882632,17.43215031,32.21945226,50.08566753,34.01168863,34.01168863,20.28455285,23.97750321,44.5006898,27.91308992,27.91308992,8.460914438,0.039690012,1.33266388,11.94,20.36714,1.644586892,21.38980709,78.61019291,4726.378,187.59,0.272099664,0.0,0.0,0.0004,187590000.0,BFST,,,BFST,840665450.0,0.1920418149172162,,840665450.0,187590000.0,0.0004,1.0,,0.0,2020.0,2020.0,,,,,no_sigma_E,,,,,no_sigma_E
BFST,2022,5936384359.733455,E_pb,False,5936384359.733455,1906558584.267406,,560123000.0,0.191261164647664,0.097815291161916,0.1832043457916002,0.170951464,14.219275838223282,3.4784555286813702e-46,insufficient_returns,1.0,0.002697866,0.016897866,3.86779372,6.376712024,0.853088321,0.689499124,15.8938172,27.93656508,57.06052142,34.41765933,34.41765933,17.43215031,32.21945226,50.08566753,34.01168863,34.01168863,8.697923483,0.093502502,1.093188942,12.75,19.24161,4.774826872,20.37719166,69.3603186,5990.46,560.123,0.293787458,0.0,0.0,0.0141999999999999,560123000.0,BFST,,,BFST,657447300.0,0.2688590184234043,,657447300.0,560123000.0,0.0141999999999999,1.0,,1.0,2021.0,2021.0,,,,,no_sigma_E,,,,,no_sigma_E
BFST,2023,6496192944.40347,E_pb,False,6496192944.40347,704992374.9185535,,635073000.0,0.1089323438119863,0.0772330859529965,0.1061093747987382,0.016897866,22.898752984277166,2.3905120218605342e-116,ok,1.0,-0.049618761,-0.000118761,4.26169377,6.32184791,0.914189132,0.529200899,14.03688525,24.62306942,59.86929975,33.77828542,33.77828542,15.8938172,27.93656508,57.06052142,34.41765933,34.41765933,8.792481275,0.09644896,1.09189311,12.85,19.24161,5.27716271,43.89740781,48.73036292,6584.55,635.073,0.900822509,0.0,0.0,0.0495,635073000.0,BFST,,,BFST,731981750.0,0.5184218801358303,0.1089323438119863,731981750.0,635073000.0,0.0495,1.0,0.1089323438119863,2.0,2022.0,2021.0,1336383999.9127116,0.0596658515207415,0.0,8.0,converged,13.328608770621935,13.268942919101194,13.268942919101194,1.7524497319272116e-40,converged
BHB,2017,3217333466.043123,E_pb,False,3217333466.043123,4740193361.1733,3034097193.275725,829721000.0,0.191261164647664,0.097815291161916,0.1721030326667335,0.044898351,9.382424600601926,3.2236381992222228e-21,insufficient_returns,0.0,0.134513681,0.142513681,1.667090536,5.715397779,0.777567838,0.690811662,22.15799615,39.66854724,63.34134065,42.47848207,42.47848207,21.15270351,27.22938214,51.90557452,32.19178037,32.19178037,8.178970944,0.232728802,1.176156821,13.73,28.25284,2.154519248,14.89647678,85.10352322,3565.184,829.721,0.175039484,0.0,0.0,0.008,829721000.0,BHB,,,BHB,413841818.0,0.3429682894183301,,413841818.0,829721000.0,0.008,1.0,,0.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
BHB,2018,2710370472.905388,E_pb,False,2710370472.905388,4006519780.684397,3056344483.1401863,723796000.0,0.191261164647664,0.097815291161916,0.171566211016523,0.142513681,9.820209480838988,4.6075926067677746e-23,insufficient_returns,0.0,-0.219405899,-0.201305899,2.885476792,7.396805531,0.839373328,0.743061748,21.58687943,33.78781017,75.47523873,43.92983979,43.92983979,22.15799615,39.66854724,63.34134065,42.47848207,42.47848207,8.19104385,0.200581573,0.939570468,14.23,28.25284,4.259374773,15.30121951,84.69878049,3608.487,723.796,0.180654543,0.0,0.0,0.0181,723796000.0,BHB,,,BHB,343667974.0,0.1993619742276415,,343667974.0,723796000.0,0.0181,1.0,,1.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
BHB,2019,3126840508.553896,E_pb,False,3126840508.553896,2445918528.249009,3014336986.039133,531316000.00000006,0.2431171565227106,0.1107792891306776,0.223896211167625,-0.201305899,7.606144833494679,1.4119640875340248e-14,ok,0.0,0.026018064,0.047418064,1.482577074,6.676804502,1.007396834,0.871561255,21.29806636,31.99290535,77.10920089,43.77373932,43.77373932,21.58687943,33.78781017,75.47523873,43.92983979,43.92983979,8.207709311,0.144807159,0.996503458,13.61,28.25284,2.012095277,17.84595724,82.15404276,3669.128,531.316,0.217225551,0.0,0.0,0.0214,531316000.00000006,BHB,,,BHB,389020502.0,0.2859890979604726,0.2431171565227106,389020502.0,531316000.00000006,0.0214,1.0,0.2431171565227106,2.0,2018.0,2017.0,909087136.6166524,0.1040357489187552,0.0,6.0,converged,5.420211091076468,5.316175342157713,5.316175342157713,5.2985518814492576e-08,converged
BHB,2020,2804647623.414504,E_pb,False,2804647623.414504,471072658.7985151,2173725143.4170027,336023000.0,0.1775381131543367,0.0943845282885841,0.1686414409471228,0.047418064,13.449897628316686,1.5414941061706791e-41,ok,1.0,-0.212482509,-0.208082509,1.585563787,4.626764763,0.89034974,0.588898341,28.80592618,56.38963868,81.98772604,58.89717298,58.89717298,21.29806636,31.99290535,77.10920089,43.77373932,43.77373932,8.222627481,0.090225077,0.827756502,13.56,28.23778,2.378708533,41.63360269,58.36639731,3724.275,336.023,0.713314589,0.0,0.0,0.0044,336023000.0,BHB,,,BHB,346119462.0,0.3216556324683495,0.1775381131543367,346119462.0,336023000.0,0.0044,1.0,0.1775381131543367,3.0,2019.0,2017.0,680667208.832959,0.0902781862143019,0.0,9.0,converged,7.912974351684001,7.822696165469699,7.822696165469699,2.585189687958645e-15,converged
BHB,2021,3612631751.408862,E_pb,False,3612631751.408862,917742673.3933936,3105194651.593393,178524000.0,0.1455965172527865,0.0863991293131966,0.1428089360565774,-0.208082509,19.868668771502193,3.799573802757245e-88,ok,1.0,0.214191907,0.214591907,1.571238549,1.552434742,0.877017842,0.759150991,28.52218556,51.61722315,87.37619824,58.65453912,58.65453912,28.80592618,56.38963868,81.98772604,58.89717298,58.89717298,8.218580396,0.048129627,1.023202918,14.32,20.18439,1.743508997,16.28472378,83.71527622,3709.233,178.524,0.194525116,0.0,0.0,0.0004,178524000.0,BHB,,,BHB,433988447.97,0.3433702908387146,0.1455965172527865,433988447.97,178524000.0,0.0004,1.0,0.1455965172527865,3.0,2020.0,2018.0,612441052.650023,0.1031727156101076,0.0,5.0,converged,12.003677024033047,11.90050430842294,11.90050430842294,5.8817057924327035e-33,converged
BHB,2022,4317932500.287076,E_pb,False,4317932500.287076,1989807429.151752,3263246939.903786,394246000.0,0.2128697953083284,0.1032174488270821,0.2036956948390419,0.214591907,13.131237102476312,1.0903236380907796e-39,ok,1.0,0.061620572,0.075820572,3.646073414,7.128647903,0.825482426,0.71154787,30.1593517,51.94007351,84.02705407,58.06625289,58.06625289,28.52218556,51.61722315,87.37619824,58.65453912,58.65453912,8.271242268,0.100835259,1.228235668,13.5,19.18442,4.433292607,16.5367938,83.4632062,3909.803,394.246,0.198132741,0.0,0.0,0.0141999999999999,394246000.0,BHB,,,BHB,483249323.52,0.2568859165485559,0.2128697953083284,483249323.52,394246000.0,0.0141999999999999,1.0,0.2128697953083284,3.0,2021.0,2019.0,871936590.7496933,0.1179778285707398,0.0,8.0,converged,6.907238573374675,6.7892607448039355,6.7892607448039355,5.6354788513842975e-12,converged
