instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_solver_status,m_equity_vol,m_sigma_E_method,m_sigma_E_window_months,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m
MCBS,2022,4754977528.082194,E_pb,False,4754977528.082194,472344484121.8912,3424517392.4959188,375392000.0,0.3170186901397735,0.1292546725349433,0.3032798922401492,0.128363386,8.893884044107262,2.9504635785623817e-19,ok,1.0,-0.024964078,-0.010764078,2.974109173,6.258213903,0.523270258,0.52296349,15.8938172,27.46877441,40.44785847,28.20507651,28.20507651,19.0205481,20.50149145,42.16190201,25.57575377,25.57575377,8.13951026,0.1095319,1.558065502,16.68,26.1906,4.044017026,0.079411076,99.92058892,3427.239,375.392,0.000794742,0.0,0.0,0.0141999999999999,375392000.0,MCBS,,,MCBS,549434445.0,0.3170186901397735,converged,0.3170186901397735,monthly36,36.0,2021.0,2019.0,549434445.0,375392000.0,0.0141999999999999,1.0,0.3170186901397735,919533530.637417,0.189423295784215,0.0,6.0,converged,4.8992722086825236,4.709848912898308,4.709848912898308,1.239502450418214e-06
MCBS,2023,5042945015.254388,E_pb,False,5042945015.254388,,,325000000.0,0.2868452919767683,0.121711322994192,0.2768473244553379,-0.010764078,9.95237703705842,1.2311514602078877e-23,ok,1.0,0.036133653,0.085633653,0.085633653,5.886991304,0.574247252,0.574247252,14.03688525,32.10670902,38.28944858,29.70912916,29.70912916,15.8938172,27.46877441,40.44785847,28.20507651,28.20507651,8.161324494,0.092782307,1.586918156,17.6,26.1906,0.0,0.0,100.0,3502.823,325.0,0.0,0.0,0.0,0.0495,325000000.0,MCBS,,,MCBS,610144030.0,0.2868452919767683,converged,0.2868452919767683,monthly36,36.0,2022.0,2020.0,610144030.0,325000000.0,0.0495,1.0,0.2868452919767683,919448206.3072563,0.1903499748654933,0.0,5.0,converged,5.818572286501334,5.628222311635841,5.628222311635841,9.103816437157318e-09
MFIN,2018,509631009.197976,E_pb,False,509631009.197976,27490043.10524394,157310394.006499,213988000.0,0.538115252415939,0.1845288131039847,0.4335529703120624,0.044898351,2.6969238520735153,0.0034991635820599,ok,0.0,-0.403406109,-0.385306109,3.067147135,5.289392962,1.594441957,0.242158028,21.58687943,13.88876973,36.62558294,20.07403965,20.07403965,22.15799615,4.601654736,2.165408373,3.061967764,3.061967764,7.231175565,0.154856619,0.436380972,18.2,28.26105,4.33657124,88.61592435,11.38407565,1381.846,213.988,7.784200235,0.0,0.0,0.0181,213988000.0,MFIN,,,MFIN,108979185.0,0.538115252415939,converged,0.538115252415939,monthly36,36.0,2017.0,2015.0,108979185.0,213988000.0,0.0181,1.0,0.538115252415939,318924016.7158843,0.1856716371986611,0.0,6.0,converged,2.3394522103631368,2.1537805731644757,2.1537805731644757,0.0156286919501872
MFIN,2019,904815550.14403,E_pb,False,904815550.14403,28237971.79701995,180580957.61118957,212837000.0,0.5846376466865926,0.1961594116716481,0.5106588935443744,-0.385306109,2.2378281578989982,0.0126161317154599,ok,0.0,0.325764701,0.347164701,2.571571063,4.094405327,1.551499938,0.223094024,20.28455285,10.5113748,21.44646079,12.93436778,12.93436778,21.58687943,13.88876973,36.62558294,20.07403965,20.07403965,7.340619577,0.138056403,0.680911441,21.1,20.99961,3.2036632,88.28664312,11.71335688,1541.667,212.837,7.537262291,0.0,0.0,0.0214,212837000.0,MFIN,,,MFIN,168929355.0,0.5846376466865926,converged,0.5846376466865926,monthly36,36.0,2018.0,2016.0,168929355.0,212837000.0,0.0214,1.0,0.5846376466865926,376942520.41672695,0.2643256503882158,0.0,7.0,converged,2.3754793352679053,2.1111536848796897,2.1111536848796897,0.0173795521457664
MFIN,2020,738203479.73915,E_pb,False,738203479.73915,71586247.80936912,376070559.76053816,241052000.0,0.5362185950515386,0.1840546487628846,0.4495304678598631,0.347164701,3.6658377764928938,0.0001232650871094,ok,1.0,0.024616415,0.029016415,3.197330608,7.442033386,3.017242619,0.824395991,18.99807322,8.298526944,23.927313,12.72990204,12.72990204,20.28455285,10.5113748,21.44646079,12.93436778,12.93436778,7.403920563,0.146767161,0.52677685,18.8,21.00652,4.039177136,77.10253038,22.89746962,1642.411,241.052,3.3672948,0.0,0.0,0.0044,241052000.0,MFIN,,,MFIN,113858850.0,0.5362185950515386,converged,0.5362185950515386,monthly36,36.0,2019.0,2017.0,113858850.0,241052000.0,0.0044,1.0,0.5362185950515386,353619650.57559097,0.1744806302222792,0.0,6.0,converged,2.308743204969617,2.134262574747338,2.134262574747338,0.016410646499062
MFIN,2021,840856971.81762,E_pb,False,840856971.81762,194767409.94691423,879611563.8697555,219973000.0,0.9715213772616592,0.2928803443154148,0.8307988223695645,0.029016415,1.5132485759299157,0.0651082647955282,ok,1.0,0.438270906,0.438670906,3.414167275,2.863816456,2.712682451,1.433065298,17.43215031,7.21260691,25.80710367,12.86801035,12.86801035,18.99807322,8.298526944,23.927313,12.72990204,12.72990204,7.535327134,0.117440633,0.508659555,19.0,20.93924,4.057843356,53.03871885,46.96128115,1873.057,219.973,1.129413797,0.0,0.0,0.0004,219973000.0,MFIN,,,MFIN,146005638.79999998,0.9715213772616592,converged,0.9715213772616592,monthly36,36.0,2020.0,2018.0,146005638.79999998,219973000.0,0.0004,1.0,0.9715213772616592,357912589.22657,0.4359212871115192,0.0,6.0,converged,1.33555685936874,0.8996355722572207,0.8996355722572207,0.1841571100955208
MFIN,2022,1113553402.916584,E_pb,False,1113553402.916584,162664256.94932568,962347352.454348,219320000.0,0.978165525027056,0.294541381256764,0.865677387081157,0.438670906,2.1584631390519644,0.0154459206626305,ok,1.0,-0.211991118,-0.197791118,4.348912989,8.809390323,1.99645711,0.96826509,15.8938172,7.791638242,23.70204842,12.39739,12.39739,17.43215031,7.21260691,25.80710367,12.86801035,12.86801035,7.723066551,0.097049444,0.545709976,17.73,21.24215,5.62882354,57.4159788,42.5840212,2259.879,219.32,1.348298662,0.0,0.0,0.0141999999999999,219320000.0,MFIN,,,MFIN,164660345.22,0.978165525027056,converged,0.978165525027056,monthly36,36.0,2021.0,2019.0,164660345.22,219320000.0,0.0141999999999999,1.0,0.978165525027056,372882904.4454923,0.4703781236058822,0.0,7.0,converged,1.3936880722244822,0.9233099486186,0.9233099486186,0.1779228524138509
MFIN,2023,1578723837.315987,E_pb,False,1578723837.315987,168796624.82268867,1059358299.8147888,243544000.0,0.9550716730291038,0.2887679182572759,0.8660209427636981,-0.197791118,1.6624911924626549,0.0482071639304618,ok,1.0,0.184551293,0.234051293,3.436768188,7.369601827,2.153945215,1.045176669,15.2370401,5.8699101,18.5642053,9.78708375,9.78708375,15.8938172,7.791638242,23.70204842,12.39739,12.39739,7.858573806,0.094111392,0.673435689,18.1,26.47458,4.543947466,59.06378982,40.93621018,2587.827,243.544,1.442825058,0.0,0.0,0.0495,243544000.0,MFIN,,,MFIN,230979013.1,0.9550716730291038,converged,0.9550716730291038,monthly36,36.0,2022.0,2020.0,230979013.1,243544000.0,0.0495,1.0,0.9550716730291038,455552341.40783703,0.5140888394923557,0.0,6.0,converged,1.57143396417136,1.0573451246790042,1.0573451246790042,0.1451770530070672
MNSB,2020,1459856443.0373158,E_pb,False,1459856443.0373158,101368559.60709453,,14834000.0,0.2308849583484559,0.1077212395871139,0.2296460470822089,0.044898351,20.108385450167894,3.115975298100011e-90,ok,1.0,-0.185865982,-0.181465982,1.710005657,2.161786995,0.295874762,0.267869116,18.99807322,18.05754843,26.04550488,18.33292578,18.33292578,20.28455285,20.79491706,18.14708691,16.84723015,16.84723015,7.404379539,0.0090277,0.896535436,14.6,28.55563882,2.572599279,10.3198388,70.52091101,1643.165,14.834,0.146337287,0.0,0.0,0.0044,14834000.0,MNSB,,,MNSB,130275316.4,0.2308849583484559,converged,0.2308849583484559,monthly36,36.0,2019.0,2017.0,130275316.4,14834000.0,0.0044,1.0,0.2308849583484559,145044190.18282777,0.2073754969370563,0.0,5.0,converged,11.120016322964132,10.912640826027078,10.912640826027078,5.014979960895924e-28
MNSB,2021,1871107410.642964,E_pb,False,1871107410.642964,131330288.94295444,,29294000.0,0.2868838500216734,0.1217209625054183,0.284337923882172,-0.181465982,13.893847262041772,3.4512922402058473e-44,ok,1.0,0.165889609,0.166289609,1.953193178,2.375301324,0.32252105,0.273548531,23.23013036,19.28928861,25.24689576,19.49127875,19.49127875,18.99807322,18.05754843,26.04550488,18.33292578,18.33292578,7.406954781,0.017781938,1.156355083,16.06,19.73905327,2.282621325,16.24931769,72.84862378,1647.402,29.294,0.223055932,0.0,0.0,0.0004,29294000.0,MNSB,,,MNSB,189442343.6,0.2868838500216734,converged,0.2868838500216734,monthly36,36.0,2020.0,2018.0,189442343.6,29294000.0,0.0004,1.0,0.2868838500216734,218724628.34523737,0.2484765870153067,0.0,6.0,converged,8.216875274164119,7.968398687148812,7.968398687148812,8.037178357874601e-16
MNSB,2022,2097831760.8010552,E_pb,False,2097831760.8010552,404372280.2988494,,172245000.0,0.2747949155638601,0.118698728890965,0.2629509162164613,0.166289609,10.3075094742686,3.2584118218048657e-25,ok,1.0,0.0616825,0.0758825,3.575397494,5.534525078,0.389112961,0.289996499,24.78902521,23.57051888,28.22905028,23.13434542,23.13434542,23.23013036,19.28928861,25.24689576,19.49127875,19.49127875,7.563071301,0.089443028,1.196364176,16.27,19.76057893,4.39631788,26.84171696,63.01516035,1925.751,172.245,0.425956497,0.0,0.0,0.0141999999999999,172245000.0,MNSB,,,MNSB,211784059.6,0.2747949155638601,converged,0.2747949155638601,monthly36,36.0,2021.0,2019.0,211784059.6,172245000.0,0.0141999999999999,1.0,0.2747949155638601,381600464.0641998,0.152508161422452,0.0,7.0,converged,5.385191426926493,5.232683265504041,5.232683265504041,8.353343775928046e-08
MOFG,2017,3568332379.9497266,E_pb,False,3568332379.9497266,720969864.3433243,2388829315.820011,248522000.0,0.2092144816434368,0.1023036204108592,0.2022533302841353,0.044898351,13.626948298660263,1.3846003122222945e-42,ok,0.0,0.192988709,0.200988709,1.949074721,6.995489144,1.22083565,0.970510706,22.15799615,29.90397534,36.17135667,27.85406017,27.85406017,21.15270351,23.42631103,18.51678043,18.28549123,18.28549123,8.074733443,0.077366449,1.203992774,12.0,25.17339,2.405037414,25.63425328,74.36574672,3212.271,248.522,0.344705115,0.0,0.0,0.008,248522000.0,MOFG,,,MOFG,697994010.0,0.2092144816434368,converged,0.2092144816434368,monthly36,36.0,2016.0,2014.0,697994010.0,248522000.0,0.008,1.0,0.2092144816434368,944535765.5391378,0.1546055324958376,0.0,5.0,converged,8.764974927155432,8.610369394659594,8.610369394659594,3.641276330447209e-18
MOFG,2018,2534741398.68954,E_pb,False,2534741398.68954,1008691142.9511375,2539261048.444812,298810000.0,0.1921840563884887,0.0980460140971221,0.1822568009908656,0.200988709,13.354004460769334,5.61243871091337e-41,ok,0.0,-0.262455864,-0.244355864,2.816759463,8.014153461,1.035968666,0.847998801,21.58687943,22.18970619,23.31001555,19.39769987,19.39769987,22.15799615,29.90397534,36.17135667,27.85406017,27.85406017,8.099092591,0.09078287,0.846983262,12.23,25.17339,4.016313739,22.85351731,77.14648269,3291.48,298.81,0.296235376,0.0,0.0,0.0181,298810000.0,MOFG,,,MOFG,516886110.0,0.1921840563884887,converged,0.1921840563884887,monthly36,36.0,2017.0,2015.0,516886110.0,298810000.0,0.0181,1.0,0.1921840563884887,810336301.5930142,0.1225877072852861,0.0,5.0,converged,8.3471281452278,8.224540437942514,8.224540437942514,9.797033999544431e-17
MOFG,2019,4926852991.972341,E_pb,False,4926852991.972341,750688495.6648619,3114372393.554775,371009000.0,0.210387010087785,0.1025967525219462,0.2028384639516566,-0.244355864,11.802025451546015,1.9051410223876103e-32,ok,0.0,0.068104847,0.089504847,1.543397022,5.685207195,0.977984052,0.71268894,20.28455285,27.41351751,40.01804096,28.00359943,28.00359943,21.58687943,22.18970619,23.31001555,19.39769987,19.39769987,8.445390591,0.079725622,1.150444685,11.34,24.681,1.9696179,33.07567339,66.92432661,4653.573,371.009,0.494224971,0.0,0.0,0.0214,371009000.0,MOFG,,,MOFG,754199909.9999999,0.210387010087785,converged,0.210387010087785,monthly36,36.0,2018.0,2016.0,754199909.9999999,371009000.0,0.0214,1.0,0.210387010087785,1117353668.2665775,0.1420086303798978,0.0,5.0,converged,7.985256063206512,7.843247432826613,7.843247432826613,2.1952083981885027e-15
MOFG,2020,3897202475.68232,E_pb,False,3897202475.68232,385297555.52766776,2595806440.6920986,439480000.0,0.2265062326594049,0.1066265581648512,0.2143576099178754,0.089504847,10.99005989974894,2.1332142723214023e-28,ok,1.0,-0.178270054,-0.173870054,1.326708677,4.280147761,1.02901162,0.550318026,18.99807322,34.53992769,61.95409242,39.43527741,39.43527741,20.28455285,27.41351751,40.01804096,28.00359943,28.00359943,8.622750328,0.079090848,0.761593615,13.41,23.73926,1.846209001,53.28467017,46.71532983,5556.648,439.48,1.140624937,0.0,0.0,0.0044,439480000.0,MOFG,,,MOFG,510016500.0,0.2265062326594049,converged,0.2265062326594049,monthly36,36.0,2019.0,2017.0,510016500.0,439480000.0,0.0044,1.0,0.2265062326594049,947567035.9782908,0.1219142431321405,0.0,8.0,converged,6.399063770487779,6.277149527355639,6.277149527355639,1.724182102953982e-10
MOFG,2021,5471021888.7764,E_pb,False,5471021888.7764,542135083.1489226,3718692959.6967,336247000.0,0.3294062201685593,0.1323515550421398,0.3179965470065639,-0.173870054,8.253513216915774,7.690242820372096e-17,ok,1.0,0.247608887,0.248008887,1.25468359,1.478374057,0.961862816,0.649232684,19.0205481,29.20157226,61.58340553,36.88273511,36.88273511,18.99807322,34.53992769,61.95409242,39.43527741,39.43527741,8.703694003,0.055807445,0.9617044,13.09,22.36106803,1.418892735,38.28026625,61.71973375,6025.128,336.247,0.620227339,0.0,0.0,0.0004,336247000.0,MOFG,,,MOFG,507275028.39,0.3294062201685593,converged,0.3294062201685593,monthly36,36.0,2020.0,2018.0,507275028.39,336247000.0,0.0004,1.0,0.3294062201685593,843387520.6871675,0.1981292373062221,0.0,6.0,converged,4.742400192612173,4.544270955305951,4.544270955305951,2.7562855765711543e-06
MOFG,2022,6086896147.493056,E_pb,False,6086896147.493056,856336276.2027172,4059965100.24927,531082999.99999994,0.3226829265071462,0.1306707316267865,0.3072742329738227,0.248008887,8.863181117526793,3.888154831654016e-19,ok,1.0,0.01556463,0.02976463,3.618067406,6.910198049,0.972674267,0.654639019,17.26625006,23.29276817,44.75977654,27.8643629,27.8643629,19.0205481,29.20157226,61.58340553,36.88273511,36.88273511,8.791467176,0.080737764,1.006632135,12.07,21.66509666,4.595264779,38.27847925,61.72152075,6577.876,531.083,0.62018043,0.0,0.0,0.0141999999999999,531082999.99999994,MOFG,,,MOFG,496061269.75,0.3226829265071462,converged,0.3226829265071462,monthly36,36.0,2021.0,2019.0,496061269.75,531082999.99999994,0.0141999999999999,1.0,0.3226829265071462,1019655914.81118,0.1569860251766237,0.0,7.0,converged,4.32410782013833,4.167121794961707,4.167121794961707,1.5423485244536855e-05
MPB,2018,1695577943.9057002,E_pb,False,1695577943.9057002,620575910.7830595,,118206000.0,0.1960869575257783,0.0990217393814445,0.1897611262631736,0.044898351,14.532140573084732,3.790689340899162e-48,ok,0.0,-0.169256056,-0.151156056,4.219412384,5.508686355,0.459704372,0.399187358,21.58687943,32.80012143,52.48167888,35.16226462,35.16226462,22.15799615,5.828762666,38.2830016,16.67294686,16.67294686,7.639152028,0.056885024,0.865190108,12.3,20.41044,5.459166281,15.81653555,83.03606366,2077.981,118.206,0.190477906,0.0,0.0,0.0181,118206000.0,MPB,,,MPB,524197780.659,0.1960869575257783,converged,0.1960869575257783,monthly36,36.0,2017.0,2015.0,524197780.659,118206000.0,0.0181,1.0,0.1960869575257783,640283498.5478622,0.1605356920604195,0.0,8.0,converged,10.7170437413644,10.556508049303982,10.556508049303982,2.3698335374622663e-26
MPB,2019,2220203764.576314,E_pb,False,2220203764.576314,127680304.95199546,1518103315.5311923,59973000.0,0.242782042628932,0.110695510657233,0.2393079147871764,-0.151156056,14.451354834461894,1.2290138317949046e-47,ok,0.0,0.031281973,0.052681973,2.020005208,4.084901407,0.50876969,0.370326231,22.06022092,40.50927013,52.78785949,39.35192361,39.35192361,21.58687943,32.80012143,52.48167888,35.16226462,35.16226462,7.710283632,0.026879559,1.022568957,11.9,20.41044,2.492990431,31.95946909,68.04053091,2231.175,59.973,0.469712224,0.0,0.0,0.0214,59973000.0,MPB,,,MPB,658618279.1055,0.242782042628932,converged,0.242782042628932,monthly36,36.0,2018.0,2016.0,658618279.1055,59973000.0,0.0214,1.0,0.242782042628932,717321492.0856086,0.2229135651061821,0.0,4.0,converged,11.340157301643142,11.11724373653696,11.11724373653696,5.170885957745287e-29
MPB,2020,1981564219.155512,E_pb,False,1981564219.155512,111321168.97887962,936105853.3301536,245312000.0,0.2128139918854111,0.1032034979713527,0.2007393335583118,0.052681973,11.150570281267973,3.55744500327943e-29,ok,1.0,-0.15427061,-0.14987061,1.397817782,2.684801017,0.619367221,0.224381995,20.85479836,36.1118091,62.68297594,40.74469707,40.74469707,22.06022092,40.50927013,52.78785949,39.35192361,39.35192361,8.006016839,0.081799351,0.719617342,12.6,20.11747,1.808404297,68.78552568,31.21447432,2998.948,245.312,2.203641969,0.0,0.0,0.0044,245312000.0,MPB,,,MPB,501857142.633,0.2128139918854111,converged,0.2128139918854111,monthly36,36.0,2019.0,2017.0,501857142.633,245312000.0,0.0044,1.0,0.2128139918854111,746092140.974302,0.1431488364778568,0.0,5.0,converged,7.872673355998312,7.729524519520456,7.729524519520456,5.3974508417484045e-15
MPB,2021,4685839825.08268,E_pb,False,4685839825.08268,410151694.26554805,3400018116.2510552,155544000.0,0.2548726566148411,0.1137181641537102,0.2503376444842961,-0.14987061,13.00971794278454,5.3869508065479397e-39,ok,1.0,0.172027501,0.172427501,2.066094755,1.744663569,0.548654296,0.417766521,22.45895173,42.78834578,69.04017238,46.80134097,46.80134097,20.85479836,36.1118091,62.68297594,40.74469707,40.74469707,8.453065253,0.033169099,1.03351628,14.6,17.38542,2.349558655,27.49605514,72.50394486,4689.425,155.544,0.379235298,0.0,0.0,0.0004,155544000.0,MPB,,,MPB,506501524.2,0.2548726566148411,converged,0.2548726566148411,monthly36,36.0,2020.0,2018.0,506501524.2,155544000.0,0.0004,1.0,0.2548726566148411,661983319.0418618,0.1950100332425166,0.0,5.0,converged,7.526413590788919,7.331403557546403,7.331403557546403,1.1387734811420541e-13
MPB,2022,4029358237.184,E_pb,False,4029358237.184,1056114869.481971,3893377499.7181063,163997000.0,0.2496373983961194,0.1124093495990298,0.2442705770691265,0.172427501,13.85349727455728,6.058305551777309e-44,ok,1.0,0.039531569,0.053731569,3.786019432,6.103644819,0.542355276,0.480689263,20.8198309,41.94104807,56.5810578,41.90062197,41.90062197,22.45895173,42.78834578,69.04017238,46.80134097,46.80134097,8.411377906,0.036460355,0.929718093,13.2,17.38542,4.526452838,13.44114458,86.55885542,4497.954,163.997,0.155283298,0.0,0.0,0.0141999999999999,163997000.0,MPB,,,MPB,476107705.71,0.2496373983961194,converged,0.2496373983961194,monthly36,36.0,2021.0,2019.0,476107705.71,163997000.0,0.0141999999999999,1.0,0.2496373983961194,637792404.5028081,0.1863526253538822,0.0,5.0,converged,7.457519626991762,7.27116700163788,7.27116700163788,1.7819750210468676e-13
MPB,2023,3668247548.792739,E_pb,False,3668247548.792739,473340446.71008825,3053225970.5356655,346889000.0,0.2763649940608873,0.1190912485152218,0.2627772787601476,0.053731569,9.392088322652574,2.941111138726805e-21,ok,1.0,0.006187407,0.055687407,4.165644965,5.527223895,0.581107701,0.361960857,18.32471056,39.06483303,48.1814888,37.33894,37.33894,20.8198309,41.94104807,56.5810578,41.90062197,41.90062197,8.57372323,0.065564664,0.741974013,11.7,17.38542,5.003364673,42.29170282,57.70829718,5290.792,346.889,0.732853071,0.0,0.0,0.0495,346889000.0,MPB,,,MPB,402409605.96,0.2763649940608873,converged,0.2763649940608873,monthly36,36.0,2022.0,2020.0,402409605.96,346889000.0,0.0495,1.0,0.2763649940608873,732545655.5633762,0.1518157041174873,0.0,7.0,converged,5.325831290148202,5.174015586030715,5.174015586030715,1.1455784978710425e-07
MSBI,2017,5035691748.712888,E_pb,False,5035691748.712888,1891332735.8867576,,791913000.0,0.2328683386232606,0.1082170846558151,0.2159294841985634,0.044898351,9.343306662194006,4.668576907135263e-21,imputed_sigmaE_sizebucket,0.0,0.130438456,0.138438456,1.74010136,7.359838083,1.400786312,1.083529542,22.15799615,40.7631833,36.42530313,33.33164804,33.33164804,21.15270351,33.39594376,29.68287827,27.25022428,27.25022428,8.392242253,0.179462193,1.390772326,13.26,30.07047,2.349311081,29.40993055,70.23999408,4412.701,791.913,0.418706336,0.0,0.0,0.008,791913000.0,MSBI,,,MSBI,698810447.9999999,0.2328683386232606,converged,0.2328683386232606,peer_median,8.0,2016.0,2016.0,698810447.9999999,791913000.0,0.008,1.0,0.2328683386232606,1484413417.7120354,0.1096263523859749,0.0,6.0,converged,5.859288260412869,5.749661908026894,5.749661908026894,4.471104202128702e-09
MSBI,2018,4144120538.765286,E_pb,False,4144120538.765286,2399360571.997798,,906794000.0,0.2214426198322689,0.1053606549580672,0.2006023485411477,0.138438456,9.15107484509058,2.8184927924402034e-20,ok,0.0,-0.254902516,-0.236802516,2.688665308,7.725241377,1.021720037,0.808140127,21.58687943,41.21638773,32.59937819,32.17910446,32.17910446,22.15799615,40.7631833,36.42530313,33.33164804,33.33164804,8.637226671,0.160845441,0.875972634,12.79,30.07047,4.089911533,27.35355756,72.37702011,5637.673,906.794,0.377931525,0.0,0.0,0.0181,906794000.0,MSBI,,,MSBI,480647334.0,0.2214426198322689,converged,0.2214426198322689,monthly_ewma,20.0,2017.0,2017.0,480647334.0,906794000.0,0.0181,1.0,0.2214426198322689,1371176007.660183,0.0776237371487301,0.0,6.0,converged,5.599079439759699,5.521455702610968,5.521455702610968,1.6810128918472448e-08
MSBI,2019,5648568215.958304,E_pb,False,5648568215.958304,1397220057.5874,3870260818.554077,800281000.0,0.2531299849377502,0.1132824962344375,0.2357753710587304,-0.236802516,7.728103765742216,5.4580176083343746e-15,ok,0.0,0.016096174,0.037496174,1.479239262,6.952944617,1.36568057,0.975114881,50.64802607,34.62737944,39.84612119,34.73711144,34.73711144,21.58687943,41.21638773,32.59937819,32.17910446,32.17910446,8.713913421,0.131473429,1.068441514,14.72,30.07047,2.081235724,36.41777543,63.58222457,6087.017,800.281,0.572766613,0.0,0.0,0.0214,800281000.0,MSBI,,,MSBI,623077296.0,0.2531299849377502,converged,0.2531299849377502,monthly36,32.0,2018.0,2017.0,623077296.0,800281000.0,0.0214,1.0,0.2531299849377502,1406414228.8331425,0.1121430328297843,0.0,6.0,converged,5.2747258841465055,5.162582851316721,5.162582851316721,1.2178275668122645e-07
MSBI,2020,3724973625.756341,E_pb,False,3724973625.756341,1118483791.2963142,3515594712.1602297,1066737000.0,0.2082529176884291,0.1020632294221072,0.1846128278876658,0.037496174,8.248279704574726,8.034545455132951e-17,ok,1.0,-0.35151464,-0.34711464,1.691819684,4.829322438,1.039503971,0.599438259,48.96209092,26.84274328,49.47447901,34.29961301,34.29961301,50.64802607,34.62737944,39.84612119,34.73711144,34.73711144,8.834706844,0.155307678,0.642037247,13.24,23.02576,2.428717584,48.81598255,51.18401745,6868.54,1066.737,0.953734876,0.0,0.0,0.0044,1066737000.0,MSBI,,,MSBI,384474837.0,0.2082529176884291,converged,0.2082529176884291,monthly36,36.0,2019.0,2017.0,384474837.0,1066737000.0,0.0044,1.0,0.2082529176884291,1446528504.9478896,0.0553518351845458,0.0,6.0,converged,5.6094618493021695,5.554110014117624,5.554110014117624,1.3951485740463534e-08
MSBI,2021,5655717025.328048,E_pb,False,5655717025.328048,1229137084.4165783,5070141875.637417,575439000.0,0.3179939111975084,0.1294984777993771,0.3005866077600251,-0.34711464,6.620032559317117,1.7955988042261655e-11,ok,1.0,0.305362278,0.305762278,1.646175625,1.627759618,1.023942004,0.752695706,47.53036272,24.80481154,59.04418135,37.0043585,37.0043585,48.96209092,26.84274328,49.47447901,34.29961301,34.29961301,8.915137422,0.077304416,0.823444328,12.19,23.02576,1.868045864,31.88776606,68.11223394,7443.805,575.439,0.46816503,0.0,0.0,0.0004,575439000.0,MSBI,,,MSBI,533359329.0,0.3179939111975084,converged,0.3179939111975084,monthly36,36.0,2020.0,2018.0,533359329.0,575439000.0,0.0004,1.0,0.3179939111975084,1108567966.002721,0.1529956708203863,0.0,8.0,converged,4.3647963826233696,4.211800711802983,4.211800711802983,1.2667150400888318e-05
MSBI,2022,6573555906.658729,E_pb,False,6573555906.658729,1369601936.0516768,,652058000.0,0.3505593595560617,0.1376398398890154,0.3313449539777189,0.305762278,8.016182141830951,5.45413556251073e-16,ok,1.0,0.148274694,0.162474694,3.65196479,5.994537216,0.885319302,0.646495112,46.32831541,23.25378562,56.05865922,35.33208632,35.33208632,47.53036272,24.80481154,59.04418135,37.0043585,37.0043585,8.96896933,0.083006545,0.912557496,12.38,22.40724,4.582571948,28.19517651,59.22198385,7855.501,652.058,0.476093077,0.0,0.0,0.0141999999999999,652058000.0,MSBI,,,MSBI,572731962.0,0.3505593595560617,converged,0.3505593595560617,monthly36,36.0,2021.0,2019.0,572731962.0,652058000.0,0.0141999999999999,1.0,0.3505593595560617,1215594225.5742476,0.1651741549816021,0.0,7.0,converged,3.9394543689197374,3.7742802139381353,3.7742802139381353,8.0235155235164e-05
MSBI,2023,6287229421.456893,E_pb,False,6287229421.456893,1810988861.898864,,655027000.0,0.3717887715868487,0.1429471928967121,0.3501967410330123,0.162474694,7.0299383292220465,1.033124223645914e-12,ok,1.0,0.006890327,0.056390327,3.875444687,6.65298962,0.804272016,0.629117734,43.89460904,19.93061172,60.87483305,35.46144856,35.46144856,46.32831541,23.25378562,56.05865922,35.33208632,35.33208632,8.970415295,0.083264013,0.871792573,13.2,23.02576,4.989188114,22.48482207,62.16501359,7866.868,655.027,0.361695764,0.0,0.0,0.0495,655027000.0,MSBI,,,MSBI,592956156.0,0.3717887715868487,converged,0.3717887715868487,monthly36,36.0,2022.0,2020.0,592956156.0,655027000.0,0.0495,1.0,0.3717887715868487,1216344441.2136333,0.181257739446021,0.0,6.0,converged,3.77835456836883,3.597096828922809,3.597096828922809,0.0001608943592938
