instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_solver_status,m_equity_vol,m_sigma_E_method,m_sigma_E_window_months,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m
CCBG,2021,4703839801.198356,E_pb,False,4703839801.198356,353550536.304238,3411539546.0309,88328000.0,0.2979133247610975,0.1244783311902743,0.2947166157250965,-0.241680753,12.58351618239591,1.300929157946738e-36,ok,1.0,0.160433867,0.160833867,1.304210594,1.523270552,0.755238361,0.635280749,22.22374927,26.56503108,55.18432958,33.73260432,33.73260432,24.33537481,33.05754843,22.87023054,25.39839845,25.39839845,8.357927552,0.020715555,1.126527636,17.15,24.41855,1.555310378,19.98920351,80.01079649,4263.849,88.328,0.249831328,0.0,0.0,0.0004,88328000.0,CCBG,,,CCBG,445950384.0,0.2979133247610975,converged,0.2979133247610975,monthly36,36.0,2020.0,2018.0,445950384.0,88328000.0,0.0004,1.0,0.2979133247610975,534243059.9006007,0.2486781299678101,0.0,7.0,converged,7.36339038747807,7.11471225751026,7.11471225751026,5.607327782781313e-13
CCBG,2022,6146115908.7207,E_pb,False,6146115908.7207,552865017.3836168,3768177500.420907,110193000.0,0.2884687631513481,0.122117190787837,0.2855387961243202,0.160833867,14.566076507205969,2.3082722997668423e-48,ok,1.0,0.095728211,0.109928211,3.290841583,6.494718696,0.672728227,0.583910596,19.68436486,26.70374176,61.4981378,35.94955973,35.94955973,22.22374927,26.56503108,55.18432958,33.73260432,33.73260432,8.416095355,0.024383174,1.39398369,15.3,23.68359,4.191997814,16.61890771,83.38109229,4519.223,110.193,0.199312665,0.0,0.0,0.0141999999999999,110193000.0,CCBG,,,CCBG,552070512.5,0.2884687631513481,converged,0.2884687631513481,monthly36,36.0,2021.0,2019.0,552070512.5,110193000.0,0.0141999999999999,1.0,0.2884687631513481,660709829.1977755,0.2410363746602987,0.0,7.0,converged,7.61018187225993,7.369145497599631,7.369145497599631,8.586258146377965e-14
CCBG,2023,4694079302.069966,E_pb,False,4694079302.069966,474492711.6498311,3627554916.4182134,88543000.0,0.2936531534996682,0.123413288374917,0.2905014205327524,0.109928211,13.965469187699645,1.2661613476771368e-44,ok,1.0,-0.059708285,-0.010208285,3.954445683,5.65170331,0.544762046,0.473915147,17.41491575,17.54843959,77.24861668,36.99996443,36.99996443,19.68436486,26.70374176,61.4981378,35.94955973,35.94955973,8.367410923,0.020569979,1.113413849,16.57,19.88837,4.946907975,15.72600071,84.27399929,4304.477,88.543,0.186605606,0.0,0.0,0.0495,88543000.0,CCBG,,,CCBG,498845033.46,0.2936531534996682,converged,0.2936531534996682,monthly36,36.0,2022.0,2020.0,498845033.46,88543000.0,0.0495,1.0,0.2936531534996682,583111863.2875185,0.2512166663610283,0.0,7.0,converged,7.825697509281908,7.57448084292088,7.57448084292088,1.8028329654678623e-14
CCNE,2017,4008249646.758721,E_pb,False,4008249646.758721,644959284.8692929,1835415341.4538195,327979000.0,0.2483065750752307,0.1120766437688076,0.2380025620077124,0.044898351,10.917472531769102,4.755279889591967e-28,ok,0.0,0.14740795,0.15540795,1.600875624,5.05279969,0.824469264,0.601770244,22.15799615,17.63289604,51.65637154,27.34221019,27.34221019,21.15270351,26.11209571,29.23350398,23.47566091,23.47566091,7.926159541,0.118456443,1.64219088,14.32,27.2264,2.058240811,33.71015459,66.28984541,2768.773,327.979,0.508526674,0.0,0.0,0.008,327979000.0,CCNE,,,CCNE,550496832.0,0.2483065750752307,converged,0.2483065750752307,monthly36,36.0,2016.0,2014.0,550496832.0,327979000.0,0.008,1.0,0.2483065750752307,875862467.39598,0.156065578892256,0.0,6.0,converged,6.4231827129944365,6.267117134102181,6.267117134102181,1.8389674801871203e-10
CCNE,2018,3858536863.088544,E_pb,False,3858536863.088544,1912419628.1267304,2765021055.9010863,315737000.0,0.251897567983458,0.1129743919958645,0.241389587851953,0.15540795,11.218626354666366,1.6518098010998257e-29,ok,0.0,-0.234973037,-0.216873037,2.052524333,7.4489651,0.872409956,0.778800517,21.58687943,25.22998587,41.38685321,27.41334015,27.41334015,22.15799615,17.63289604,51.65637154,27.34221019,27.34221019,8.077608887,0.098008674,1.327881516,13.21,27.19669,3.07495052,14.1703234,85.8296766,3221.521,315.737,0.16509818,0.0,0.0,0.0181,315737000.0,CCNE,,,CCNE,481474935.0,0.251897567983458,converged,0.251897567983458,monthly36,36.0,2017.0,2015.0,481474935.0,315737000.0,0.0181,1.0,0.251897567983458,791548503.962923,0.1532216468124094,0.0,6.0,converged,6.193119746495597,6.039898099683188,6.039898099683188,7.710579270337975e-10
CCNE,2019,5660880957.701236,E_pb,False,5660880957.701236,1461244872.9174497,3124076737.660254,299156000.0,0.2732203712146666,0.1183050928036666,0.2654446081854729,-0.216873037,10.32141261506603,2.8193681487055613e-25,ok,0.0,0.024025259,0.045425259,1.712214485,6.644982332,0.981702883,0.852366523,22.14194822,26.08449311,39.72938555,27.50795231,27.50795231,21.58687943,25.22998587,41.38685321,27.41334015,27.41334015,8.233146901,0.079485416,1.633966245,12.51,25.88271,2.259268555,16.9936294,83.0063706,3763.659,299.156,0.204726809,0.0,0.0,0.0214,299156000.0,CCNE,,,CCNE,685603524.0,0.2732203712146666,converged,0.2732203712146666,monthly36,36.0,2018.0,2016.0,685603524.0,299156000.0,0.0214,1.0,0.2732203712146666,978425600.3030736,0.1914512961350573,0.0,5.0,converged,6.396960465482533,6.205509169347476,6.205509169347476,2.7260046124072036e-10
CCNE,2020,4658524601.895883,E_pb,False,4658524601.895883,250237727.59924743,,71170000.0,0.2889947602798564,0.1222486900699641,0.2864856515919337,0.045425259,14.663676010534251,5.50723537402206e-49,ok,1.0,-0.1982176,-0.1938176,1.701614876,4.803960341,0.948508711,0.783366713,20.74828207,31.32614844,38.77277761,29.74799964,29.74799964,22.14194822,26.08449311,39.72938555,27.50795231,27.50795231,8.461553412,0.015048424,1.000063458,14.32,25.87781,2.468266703,18.77086072,65.99940316,4729.399,71.17,0.284409552,0.0,0.0,0.0044,71170000.0,CCNE,,,CCNE,446649297.0,0.2889947602798564,converged,0.2889947602798564,monthly36,36.0,2019.0,2017.0,446649297.0,71170000.0,0.0044,1.0,0.2889947602798564,517506836.92221487,0.2494253177718699,0.0,6.0,converged,8.096442926474724,7.8470176087028545,7.8470176087028545,2.1302372538458525e-15
CCNE,2021,6059885890.960602,E_pb,False,6059885890.960602,278272428.23437756,,104750000.0,0.3422941400993874,0.1355735350248468,0.3387815265785612,-0.1938176,11.286931054425269,7.613029640752389e-30,ok,1.0,0.204095514,0.204495514,2.031917472,2.276614712,0.955180085,0.730570465,22.45895173,25.7656817,37.19222254,26.89283764,26.89283764,20.74828207,31.32614844,38.77277761,29.74799964,29.74799964,8.580907435,0.019656821,1.159966818,14.92,18.32627,2.322800881,24.81349131,65.91799979,5328.939,104.75,0.376429676,0.0,0.0,0.0004,104750000.0,CCNE,,,CCNE,446659143.0,0.3422941400993874,converged,0.3422941400993874,monthly36,36.0,2020.0,2018.0,446659143.0,104750000.0,0.0004,1.0,0.3422941400993874,551367251.3679521,0.2772903304626032,0.0,5.0,converged,6.129566462284846,5.852276131822243,5.852276131822243,2.424453447343452e-09
CCNE,2022,5534426197.613232,E_pb,False,5534426197.613232,1126287391.9983475,,237363000.0,0.3279582902169281,0.131989572554232,0.3198991388623003,0.204495514,10.454778275167492,6.966213501487928e-26,ok,1.0,0.04523158,0.05943158,3.69961303,7.212463176,0.846971062,0.722593939,20.8198309,22.62274275,31.52048417,23.27760068,23.27760068,22.45895173,25.7656817,37.19222254,26.89283764,26.89283764,8.607980248,0.043352555,1.056628602,16.08,18.32627,4.474903667,15.88363141,75.36782798,5475.179,237.363,0.210748164,0.0,0.0,0.0141999999999999,237363000.0,CCNE,,,CCNE,499761026.31,0.3279582902169281,converged,0.3279582902169281,monthly36,36.0,2021.0,2019.0,499761026.31,237363000.0,0.0141999999999999,1.0,0.3279582902169281,733777287.1558765,0.2233658476739593,0.0,5.0,converged,5.228019893197911,5.004654045523951,5.004654045523951,2.7981222165283706e-07
CCNE,2023,5192274806.223649,E_pb,False,5192274806.223649,380427728.50079507,,105181000.0,0.2927831168707333,0.1231957792176833,0.2894159598024799,0.05943158,13.602740000551057,1.9285397596587812e-42,ok,1.0,-0.016644529,0.032855471,4.415589621,6.565500733,0.822341859,0.670854652,18.32471056,23.12927584,51.56554093,30.66545748,30.66545748,20.8198309,22.62274275,31.52048417,23.27760068,23.27760068,8.657469262,0.018282946,0.919348573,15.99,18.32627,5.378215121,19.35525742,70.00576735,5752.957,105.181,0.276480898,0.0,0.0,0.0495,105181000.0,CCNE,,,CCNE,472050557.01,0.2927831168707333,converged,0.2927831168707333,monthly36,36.0,2022.0,2020.0,472050557.01,105181000.0,0.0495,1.0,0.2927831168707333,572151857.3059249,0.2415590147245219,0.0,8.0,converged,7.337325606072661,7.09576659134814,7.09576659134814,6.431821232683211e-13
CFFI,2018,1658937466.22608,E_pb,False,1658937466.22608,214698418.2423024,856459355.0190629,166691000.0,0.2156085585058245,0.1039021396264561,0.2054090819891634,0.044898351,11.768416736025994,2.8390068376532647e-32,ok,0.0,-0.175126667,-0.157026667,3.2764108,6.736134203,0.88804163,0.573424186,21.58687943,2.496568291,36.84099489,14.50105603,14.50105603,22.15799615,5.772985033,20.46785633,10.23182885,10.23182885,7.327393473,0.109563425,1.224561139,15.3,29.33188876,4.761422013,43.7062467,56.2937533,1521.411,166.691,0.776396032,0.0,0.0,0.0181,166691000.0,CFFI,,,CFFI,172354639.4,0.2156085585058245,converged,0.2156085585058245,monthly36,36.0,2017.0,2015.0,172354639.4,166691000.0,0.0181,1.0,0.2156085585058245,336055673.1597452,0.1105802993464293,0.0,9.0,converged,6.559478014230659,6.44889771488423,6.44889771488423,5.633328290632598e-11
CFFI,2019,1727182260.0997078,E_pb,False,1727182260.0997078,180198225.51672977,874909505.4613256,161170000.0,0.2763255387708123,0.119081384692703,0.2629048222825493,-0.157026667,8.632074679030314,3.0124512569454186e-18,ok,0.0,-0.055495627,-0.034095627,1.733151912,4.050324571,0.632837281,0.381713788,20.28455285,27.69641406,39.44073013,27.93608422,27.93608422,21.58687943,2.496568291,36.84099489,14.50105603,14.50105603,7.413024696,0.097240792,1.154331434,14.9,26.44439,2.380715746,47.21294717,52.78705283,1657.432,161.17,0.894403924,0.0,0.0,0.0214,161170000.0,CFFI,,,CFFI,179221616.2,0.2763255387708123,converged,0.2763255387708123,monthly36,36.0,2018.0,2016.0,179221616.2,161170000.0,0.0214,1.0,0.2763255387708123,336979220.32909876,0.1469631097896576,0.0,8.0,converged,5.237781359508312,5.090818249718654,5.090818249718654,1.782608194003402e-07
CFFI,2020,1412713777.615875,E_pb,False,1412713777.615875,53840476.93734982,863997979.838012,76169000.0,0.2929282564117398,0.1232320641029349,0.2842468548492428,-0.034095627,10.196534929222487,1.0273639418355781e-24,ok,1.0,-0.21339564,-0.20899564,1.476335614,3.043001445,0.5838391,0.283052122,18.99807322,27.91676901,24.2102084,22.56239245,22.56239245,20.28455285,27.69641406,39.44073013,27.93608422,27.93608422,7.643152234,0.036508956,0.702793375,15.2,24.88559,2.080674559,58.58726748,41.41273252,2086.31,76.169,1.414716294,0.0,0.0,0.0044,76169000.0,CFFI,,,CFFI,120204485.4,0.2929282564117398,converged,0.2929282564117398,monthly36,36.0,2019.0,2017.0,120204485.4,76169000.0,0.0044,1.0,0.2929282564117398,196039077.7964228,0.1796136365452631,0.0,6.0,converged,5.377598315442481,5.1979846788972175,5.1979846788972175,1.0073036425274775e-07
CFFI,2021,1876135996.4813204,E_pb,False,1876135996.4813204,183181380.39482996,1515913150.053337,90461000.0,0.3136630608912928,0.1284157652228232,0.3051419171880081,-0.20899564,9.253365410067763,1.0876661694102083e-20,ok,1.0,0.109403506,0.109803506,1.37389275,1.574496396,0.528651576,0.383361424,17.43215031,19.95600017,24.36711907,18.67033895,18.67033895,18.99807322,27.91676901,24.2102084,22.56239245,22.56239245,7.725118537,0.039947079,0.862964222,15.8,23.25542,1.694436543,33.0581103,66.9418897,2264.521,90.461,0.493832942,0.0,0.0,0.0004,90461000.0,CFFI,,,CFFI,181496909.26,0.3136630608912928,converged,0.3136630608912928,monthly36,36.0,2020.0,2018.0,181496909.26,90461000.0,0.0004,1.0,0.3136630608912928,271921731.67388034,0.2093575900488557,0.0,5.0,converged,5.363601840677617,5.154244250628762,5.154244250628762,1.2732792211725201e-07
CFFI,2022,2319798954.4592934,E_pb,False,2319798954.4592934,184569538.78354424,1556006385.3045387,92084000.0,0.2808991437387685,0.1202247859346921,0.2747647094219309,0.109803506,12.146820152483375,2.982019909571788e-34,ok,1.0,0.087930457,0.102130457,3.532747561,4.89231891,0.269226121,0.194683953,15.8938172,19.19959987,13.59962756,14.41886746,14.41886746,17.43215031,19.95600017,24.36711907,18.67033895,18.67033895,7.754617473,0.039481769,1.035516821,15.4,23.25542,4.51447018,33.28495289,66.71504711,2332.317,92.084,0.498912229,0.0,0.0,0.0141999999999999,92084000.0,CFFI,,,CFFI,202582297.78,0.2808991437387685,converged,0.2808991437387685,monthly36,36.0,2021.0,2019.0,202582297.78,92084000.0,0.0141999999999999,1.0,0.2808991437387685,293367945.09695625,0.1939720918996461,0.0,5.0,converged,6.143868311581179,5.949896219681532,5.949896219681532,1.3415628063178282e-09
CFG,2016,123824259753.869,E_pb,False,123824259753.869,14374214184.932716,,17149000000.0,0.1571727079195878,0.0892931769798969,0.1489153541624486,0.086182702,14.650773825850916,6.6595054421591905e-49,ok,0.0,0.419556315,0.421556315,1.910496296,5.347639752,1.158132807,0.648921936,21.15270351,42.14945319,67.7460182,45.29469533,45.29469533,18.2821119,32.13164792,56.42361111,36.24979737,36.24979737,11.91518544,0.114693686,0.935433439,14.0,34.226565,2.614951715,53.92799353,45.20220012,149520.0,17149.0,1.193039131,0.0,1.0,0.002,17149000000.0,CFG,,,CFG,15450913584.96,0.1571727079195878,converged,0.1571727079195878,monthly_ewma,16.0,2015.0,2015.0,15450913584.96,17149000000.0,0.002,1.0,0.1571727079195878,32565649860.1061,0.0745712718281967,0.0,6.0,converged,8.664175977698438,8.589604705870242,8.589604705870242,4.3634522650490014e-18
CFG,2017,141903638840.6,E_pb,False,141903638840.6,17822147677.239098,,14436000000.0,0.3040962011429499,0.1260240502857375,0.2876534768995116,0.421556315,9.60353342260584,3.8624894319490536e-22,ok,0.0,0.284639564,0.292639564,1.924617281,5.988760859,1.249201545,0.808410057,61.11029612,59.28591744,62.21089774,57.69968745,57.69968745,21.15270351,42.14945319,67.7460182,45.29469533,45.29469533,11.93384389,0.094764205,1.029032914,13.9,32.684565,2.620637605,44.43169629,54.85371659,152336.0,14436.0,0.810003388,0.0,1.0,0.008,14436000000.0,CFG,,,CFG,18204584684.16,0.3040962011429499,converged,0.3040962011429499,monthly36,28.0,2016.0,2015.0,18204584684.16,14436000000.0,0.008,1.0,0.3040962011429499,32525556899.946133,0.1702030089331857,0.0,7.0,converged,4.904646498559401,4.734443489626216,4.734443489626216,1.0982847962217575e-06
CFG,2018,99364544284.264,E_pb,False,99364544284.264,17565668324.45777,,17242000000.0,0.2925073164554219,0.1231268291138554,0.2674619094358657,0.292639564,8.10705630033327,2.5930417318249083e-16,ok,0.0,-0.413463612,-0.395363612,2.073343078,7.224603756,1.35224846,0.81014682,63.18226927,58.30754806,81.18988375,64.25490469,64.25490469,61.11029612,59.28591744,62.21089774,57.69968745,57.69968745,11.98616136,0.107414745,0.693518414,13.3,31.829885,3.329800141,48.80651133,49.72271139,160518.0,17242.0,0.981573811,0.0,1.0,0.0181,17242000000.0,CFG,,,CFG,12892384532.16,0.2925073164554219,converged,0.2925073164554219,monthly36,36.0,2017.0,2015.0,12892384532.16,17242000000.0,0.0181,1.0,0.2925073164554219,29825109498.551903,0.1264413637331221,0.0,8.0,converged,4.5404135469515525,4.41397218321843,4.41397218321843,5.074550261094816e-06
CFG,2019,129086947432.064,E_pb,False,129086947432.064,16196585127.41813,,14321000000.0,0.3177526234412921,0.129438155860323,0.2989471699185393,-0.395363612,6.234941243508126,2.2597384628885396e-10,ok,0.0,0.057691708,0.079091708,1.560562546,6.519585371,1.475102424,0.920110427,62.4867593,62.67575442,81.02030889,66.4628819,66.4628819,63.18226927,58.30754806,81.18988375,64.25490469,64.25490469,12.01813334,0.086410069,0.852554272,13.0,31.78233,2.228358909,45.19614528,51.11537006,165733.0,14321.0,0.88419873,0.0,1.0,0.0214,14321000000.0,CFG,,,CFG,17610485565.12,0.3177526234412921,converged,0.3177526234412921,monthly36,36.0,2018.0,2016.0,17610485565.12,14321000000.0,0.0214,1.0,0.3177526234412921,31628270543.193584,0.1769235444201589,0.0,6.0,converged,4.68776125638243,4.510837711962271,4.510837711962271,3.228605490576508e-06
CFG,2020,128926629241.72,E_pb,False,128926629241.72,9926176899.406109,,8589000000.0,0.2680793639031424,0.1170198409757856,0.2586444345821816,0.079091708,10.898740210122616,5.843203998545832e-28,ok,1.0,-0.250938316,-0.246538316,1.355001421,7.146289177,1.837902819,1.150251439,61.26114298,59.98081933,84.90031241,66.31182903,66.31182903,62.4867593,62.67575442,81.02030889,66.4628819,66.4628819,12.11914672,0.046845088,0.737735347,13.4,30.91004,2.135510053,42.26497644,48.84499158,183349.0,8589.0,0.865287823,0.0,1.0,0.0044,8589000000.0,CFG,,,CFG,15507287953.92,0.2680793639031424,converged,0.2680793639031424,monthly36,36.0,2019.0,2017.0,15507287953.92,8589000000.0,0.0044,1.0,0.2680793639031424,24058579373.228146,0.1727942381526134,0.0,5.0,converged,6.07276194182215,5.899967703669536,5.899967703669536,1.8178636657394247e-09
CFG,2021,169030228614.62698,E_pb,False,169030228614.62698,20224932192.493965,,7006000000.0,0.4402523231920577,0.1600630807980144,0.429101176364719,-0.246538316,6.72410337381572,8.833848643293094e-12,ok,1.0,0.308958765,0.309358765,1.920668081,1.964402041,1.570129055,1.237792841,63.24046111,57.7425825,79.87900603,64.01186402,64.01186402,61.26114298,59.98081933,84.90031241,66.31182903,66.31182903,12.14637041,0.03718506,0.931794009,12.7,22.49198,2.202189243,23.93964882,69.10901716,188409.0,7006.0,0.346404128,0.0,1.0,0.0004,7006000000.0,CFG,,,CFG,19945982558.25,0.4402523231920577,converged,0.4402523231920577,monthly36,36.0,2020.0,2018.0,19945982558.25,7006000000.0,0.0004,1.0,0.4402523231920577,26949163541.723103,0.3258483563563802,0.0,5.0,converged,4.298545268165568,3.972696911809188,3.972696911809188,3.553172373520416e-05
CFG,2022,188520922132.398,E_pb,False,188520922132.398,38494420564.41813,,15890000000.0,0.4362815899930681,0.159070397498267,0.4147324193186688,0.309358765,6.69781154603202,1.0578192476737789e-11,ok,1.0,0.007684088,0.021884088,3.614861806,8.254732547,1.343459654,1.01657904,65.21847322,50.91189585,82.95336675,62.1143396,62.1143396,63.24046111,57.7425825,79.87900603,64.01186402,64.01186402,12.33152839,0.070082432,0.894129386,12.8,22.10279,4.622204368,26.96113368,65.31486586,226733.0,15890.0,0.412787094,0.0,1.0,0.0141999999999999,15890000000.0,CFG,,,CFG,19381148560.46,0.4362815899930681,converged,0.4362815899930681,monthly36,36.0,2021.0,2019.0,19381148560.46,15890000000.0,0.0141999999999999,1.0,0.4362815899930681,35046482613.02824,0.2413351429089198,0.0,5.0,converged,3.4570456255677917,3.215710482658872,3.215710482658872,0.0006506101663553
CFR,2016,56792571794.33667,E_pb,False,56792571794.33667,5209837433.148502,,1213109000.0,0.2035249861178972,0.1008812465294743,0.2013783335386462,0.044898351,19.32668788495769,1.6016677198591981e-83,ok,0.0,0.292879642,0.294879642,1.826834803,7.479171239,1.200664668,1.008613325,21.15270351,32.65251856,56.19311718,36.42517139,36.42517139,18.2821119,30.51684269,60.0755719,36.76355986,36.76355986,10.31547531,0.040174069,1.959499027,14.93,18.22567,1.948977056,18.40436035,79.03966227,30196.319,1213.109,0.232849684,0.0,0.0,0.002,1213109000.0,CFR,,,CFR,5672121417.0,0.2035249861178972,converged,0.2035249861178972,monthly36,36.0,2015.0,2013.0,5672121417.0,1213109000.0,0.002,1.0,0.2035249861178972,6882806624.044765,0.1677249636595255,0.0,8.0,converged,10.445110948416431,10.277385984756906,10.277385984756906,4.455584663255277e-25
CFR,2017,57853455482.4576,E_pb,False,57853455482.4576,6838420551.190862,,1382560000.0,0.274369952796796,0.118592488199199,0.2707341293927415,0.294879642,14.833091195527611,4.475704748148525e-50,ok,0.0,0.215323239,0.223323239,2.021161543,7.895308154,1.323603286,1.133949897,22.15799615,34.79846265,63.70510181,40.19387412,40.19387412,21.15270351,32.65251856,56.19311718,36.42517139,36.42517139,10.36558123,0.043548105,1.90524768,15.15,17.27466,2.223003129,16.49233701,81.57442441,31747.88,1382.56,0.20217534,0.0,0.0,0.008,1382560000.0,CFR,,,CFR,6084849735.0,0.274369952796796,converged,0.274369952796796,monthly36,36.0,2016.0,2014.0,6084849735.0,1382560000.0,0.008,1.0,0.274369952796796,7456393380.31446,0.2239018193561816,0.0,8.0,converged,7.673903679800271,7.45000186044409,7.45000186044409,4.6669457761357113e-14
