instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,DD_a,PD_a,DD_m,PD_m
BFST,2022,1.0,0.002697866,0.016897866,3.86779372,6.376712024,0.853088321,0.689499124,15.8938172,27.93656508,57.06052142,34.41765933,34.41765933,17.43215031,32.21945226,50.08566753,34.01168863,34.01168863,8.697923483,0.093502502,1.093188942,12.75,19.24161,4.774826872,20.37719166,69.3603186,5990.46,560.123,0.293787458,0.0,0.0,6.878211248148306,3.030437508360537e-12,3.571691687742894,0.0001773414038222
BFST,2023,1.0,-0.049618761,-0.000118761,4.26169377,6.32184791,0.914189132,0.529200899,14.03688525,24.62306942,59.86929975,33.77828542,33.77828542,15.8938172,27.93656508,57.06052142,34.41765933,34.41765933,8.792481275,0.09644896,1.09189311,12.85,19.24161,5.27716271,43.89740781,48.73036292,6584.55,635.073,0.900822509,0.0,0.0,6.0616918216819,6.734855843435932e-10,3.3995947658817185,0.0003374289470619
HBNC,2017,0.0,0.21547289,0.22347289,2.028885097,5.344919433,1.000335964,0.639132048,22.15799615,47.43665649,46.74559597,40.35699617,40.35699617,21.15270351,37.49865837,65.30858931,42.1104267,42.1104267,8.28508533,0.151807266,1.552745427,12.91,26.17739,2.576867527,43.36036363,56.63963637,3964.303,601.81,0.765548058,0.0,0.0,9.654959854785966,2.341713393932698e-22,5.870712142338142,2.16963565802538e-09
HBNC,2018,0.0,-0.336133506,-0.318033506,2.136859987,6.92625798,1.083842783,0.720988272,21.58687943,44.08740393,49.76571175,39.78300858,39.78300858,22.15799615,47.43665649,46.74559597,40.35699617,40.35699617,8.353894664,0.138512883,1.230840994,13.39,26.03218,3.144774413,40.49020425,59.50979575,4246.688,588.221,0.680395618,0.0,0.0,10.903694897085275,5.533497052979491e-28,6.214587241111092,2.5729868763808036e-10
HBNC,2019,0.0,-0.009084441,0.012315559,1.792473897,5.443409882,1.003927188,0.650259213,20.28455285,42.41034245,65.35392126,44.56294151,44.56294151,21.58687943,44.08740393,49.76571175,39.78300858,39.78300858,8.565379173,0.115508243,1.302606233,13.95,25.87951,2.408741001,42.32284032,57.67715968,5246.829,606.052,0.733788566,0.0,0.0,8.600633472223828,3.963864528445798e-18,5.922761772138645,1.5828964866407691e-09
HBNC,2020,1.0,-0.137077756,-0.132677756,1.926960717,4.964065084,1.289191321,0.592389986,18.99807322,32.08691666,63.5286419,38.78542175,38.78542175,20.28455285,42.41034245,65.35392126,44.56294151,44.56294151,8.680436239,0.100253049,1.005388077,14.91,25.87951,2.668962476,61.34442614,38.65557386,5886.614,590.151,1.586949048,0.0,0.0,11.251257676666585,1.1415652775141729e-29,6.645192632264782,1.5141038397593147e-11
HBNC,2021,1.0,0.136270742,0.136670742,2.04409728,1.939357678,1.195058873,0.656465403,37.96102992,45.13567295,57.86827798,44.11265285,44.11265285,18.99807322,32.08691666,63.5286419,38.78542175,38.78542175,8.910840612,0.11174938,1.263076272,15.71,16.66187,2.370136417,49.6088845,50.3911155,7411.889,828.274,0.984476807,0.0,0.0,5.9477810523177395,1.359009097683321e-09,3.5073282885260513,0.000226315184047
HBNC,2022,1.0,-0.036641571,-0.022441571,4.982386087,6.84650459,0.929616478,0.414470642,36.31866942,40.34762337,65.65155154,44.69631537,44.69631537,37.96102992,45.13567295,57.86827798,44.11265285,44.11265285,8.971133239,0.159907161,0.978163301,14.37,16.43014,5.972737894,59.79510746,40.20489254,7872.518,1258.872,1.487259477,0.0,0.0,5.589317626164857,1.1398182136159076e-08,3.1953923064833156,0.0006982044317795
HBNC,2023,1.0,-0.109343333,-0.059843333,4.47914232,5.813238509,1.021652092,0.279323716,32.79168491,39.7226788,55.82905358,40.74682762,23.21772519,36.31866942,40.34762337,65.65155154,44.69631537,44.69631537,8.979729635,0.184604719,0.878059006,14.11,14.98921,5.285970922,75.76451781,24.23548219,7940.485,1465.851,3.126181573,0.0,0.0,4.397270054949624,5.481045990509188e-06,2.992143479998523,0.0013851301487541
HAFC,2017,0.0,0.170367589,0.178367589,2.06007304,5.977330196,0.780203446,0.722312617,22.15799615,33.86418729,77.19171814,44.58565543,44.58565543,21.15270351,33.80848029,64.86774744,40.1213953,40.1213953,8.558428221,0.051294649,1.749938005,15.5,31.375235,2.769202103,10.45760872,89.54239128,5210.485,267.27,0.116789473,0.0,0.0,15.36567718418476,1.3905870270650306e-53,8.172029920088999,1.5162165012161108e-16
HAFC,2018,0.0,-0.331388738,-0.313288738,1.742442877,7.78622126,0.917489479,0.840305015,21.58687943,31.09499102,59.6835443,36.9091915,36.9091915,22.15799615,33.86418729,77.19171814,44.58565543,44.58565543,8.612906744,0.031406965,1.102651997,14.54,36.80472,3.190071192,12.69027195,87.30972805,5502.219,172.808,0.145347743,0.0,0.0,14.970423086395384,5.729497009490274e-51,7.60111839054543,1.467911841995868e-14
HAFC,2019,0.0,-0.019499597,0.001900403,1.340828649,7.641937386,1.193617207,1.058523885,20.28455285,26.38212385,56.38437865,33.38390974,33.38390974,21.58687943,31.09499102,59.6835443,36.9091915,36.9091915,8.619421928,0.03762551,1.093333147,15.11,36.80472,2.119220853,16.80201548,83.19798452,5538.184,208.377,0.201952194,0.0,0.0,10.656737934825449,8.109330991333781e-27,6.27611054362132,1.7357370640793178e-10
HAFC,2020,1.0,-0.340177677,-0.335777677,1.209802524,6.712016433,1.322069268,1.01875706,23.18875826,36.59847701,71.8015816,44.60487262,44.60487262,20.28455285,26.38212385,56.38437865,33.38390974,33.38390974,8.732609041,0.043369374,0.603663237,15.21,36.80472,2.275562816,32.02473407,67.97526593,6201.888,268.972,0.471123336,0.0,0.0,9.570138542503258,5.3381255853180885e-22,5.055196884851067,2.1497349452226497e-07
MSBI,2017,0.0,0.130438456,0.138438456,1.74010136,7.359838083,1.400786312,1.083529542,22.15799615,40.7631833,36.42530313,33.33164804,33.33164804,21.15270351,33.39594376,29.68287827,27.25022428,27.25022428,8.392242253,0.179462193,1.390772326,13.26,30.07047,2.349311081,29.40993055,70.23999408,4412.701,791.913,0.418706336,0.0,0.0,9.343306662194006,4.668576907135263e-21,5.749661908026894,4.471104202128702e-09
MSBI,2018,0.0,-0.254902516,-0.236802516,2.688665308,7.725241377,1.021720037,0.808140127,21.58687943,41.21638773,32.59937819,32.17910446,32.17910446,22.15799615,40.7631833,36.42530313,33.33164804,33.33164804,8.637226671,0.160845441,0.875972634,12.79,30.07047,4.089911533,27.35355756,72.37702011,5637.673,906.794,0.377931525,0.0,0.0,9.15107484509058,2.8184927924402034e-20,5.521455702610968,1.6810128918472448e-08
MSBI,2019,0.0,0.016096174,0.037496174,1.479239262,6.952944617,1.36568057,0.975114881,50.64802607,34.62737944,39.84612119,34.73711144,34.73711144,21.58687943,41.21638773,32.59937819,32.17910446,32.17910446,8.713913421,0.131473429,1.068441514,14.72,30.07047,2.081235724,36.41777543,63.58222457,6087.017,800.281,0.572766613,0.0,0.0,7.728103765742216,5.4580176083343746e-15,5.162582851316721,1.2178275668122645e-07
MSBI,2020,1.0,-0.35151464,-0.34711464,1.691819684,4.829322438,1.039503971,0.599438259,48.96209092,26.84274328,49.47447901,34.29961301,34.29961301,50.64802607,34.62737944,39.84612119,34.73711144,34.73711144,8.834706844,0.155307678,0.642037247,13.24,23.02576,2.428717584,48.81598255,51.18401745,6868.54,1066.737,0.953734876,0.0,0.0,8.248279704574726,8.034545455132951e-17,5.554110014117624,1.3951485740463534e-08
MSBI,2021,1.0,0.305362278,0.305762278,1.646175625,1.627759618,1.023942004,0.752695706,47.53036272,24.80481154,59.04418135,37.0043585,37.0043585,48.96209092,26.84274328,49.47447901,34.29961301,34.29961301,8.915137422,0.077304416,0.823444328,12.19,23.02576,1.868045864,31.88776606,68.11223394,7443.805,575.439,0.46816503,0.0,0.0,6.620032559317117,1.7955988042261655e-11,4.211800711802983,1.2667150400888318e-05
MSBI,2022,1.0,0.148274694,0.162474694,3.65196479,5.994537216,0.885319302,0.646495112,46.32831541,23.25378562,56.05865922,35.33208632,35.33208632,47.53036272,24.80481154,59.04418135,37.0043585,37.0043585,8.96896933,0.083006545,0.912557496,12.38,22.40724,4.582571948,28.19517651,59.22198385,7855.501,652.058,0.476093077,0.0,0.0,8.016182141830951,5.45413556251073e-16,3.7742802139381353,8.0235155235164e-05
MSBI,2023,1.0,0.006890327,0.056390327,3.875444687,6.65298962,0.804272016,0.629117734,43.89460904,19.93061172,60.87483305,35.46144856,35.46144856,46.32831541,23.25378562,56.05865922,35.33208632,35.33208632,8.970415295,0.083264013,0.871792573,13.2,23.02576,4.989188114,22.48482207,62.16501359,7866.868,655.027,0.361695764,0.0,0.0,7.0299383292220465,1.033124223645914e-12,3.597096828922809,0.0001608943592938
FMBH,2017,0.0,0.16545037,0.17345037,1.230481197,2.362669994,0.032878265,0.026874921,22.15799615,25.05132125,4.89704873,14.18839288,14.18839288,21.15270351,30.57694416,4.395620023,16.74858751,16.74858751,7.952101086,0.087888641,1.571641405,12.7,37.44285,1.762660245,26.31253352,73.68746648,2841.539,249.739,0.35708289,0.0,0.0,16.596217647200916,3.7111584152575985e-62,10.947575306402555,3.4125062905027173e-28
FMBH,2018,0.0,-0.207319996,-0.189219996,1.607949977,5.148615665,0.48903082,0.420225463,21.58687943,27.44022095,4.116144792,15.09216171,15.09216171,22.15799615,25.05132125,4.89704873,14.18839288,14.18839288,8.253158372,0.090839365,1.116488638,13.63,35.82588,2.740522137,20.32766574,79.67233426,3839.734,348.799,0.255140833,0.0,0.0,14.956828437713742,7.028361131828404e-51,9.125590975736982,3.567296142431998e-20
FMBH,2019,0.0,0.072110903,0.093510903,1.069768238,4.021964133,0.519710519,0.423141824,20.28455285,21.90292854,4.500689802,12.48410088,12.48410088,21.58687943,27.44022095,4.116144792,15.09216171,15.09216171,8.253078155,0.090081695,1.116084485,15.74,35.34636,1.547714516,26.08940282,73.91059718,3839.426,345.862,0.352985956,0.0,0.0,11.1635047748397,3.075878551878003e-29,8.085703779944664,3.0903120711610443e-16
FMBH,2020,1.0,-0.11929336,-0.11489336,0.522747859,4.532642423,0.882375917,0.676018514,18.99807322,36.36073694,5.377026075,19.97065491,19.97065491,20.28455285,21.90292854,4.500689802,12.48410088,12.48410088,8.46090809,0.087633412,0.991695284,18.82,32.69424,0.894116706,31.2021291,68.7978709,4726.348,414.186,0.453533353,0.0,0.0,13.709821806978432,4.43376739669852e-43,8.52155640242754,7.871165882065763e-18
FMBH,2021,1.0,0.202628817,0.203028817,1.09345264,1.445937434,0.90671924,0.71525407,22.45895173,37.85619547,9.479098165,22.9130077,22.9130077,18.99807322,36.36073694,5.377026075,19.97065491,19.97065491,8.697275911,0.057847533,1.220481919,15.79,24.54386,1.250513676,26.18619741,73.81380259,5986.582,346.309,0.354760174,0.0,0.0,11.656048867006792,1.068661493124332e-31,6.576876876374516,2.4021613677435333e-11
FMBH,2022,1.0,-0.0049358,0.0092642,3.364005836,6.641073449,0.852572199,0.611841547,20.8198309,32.53163378,18.36233662,23.47481286,23.47481286,22.45895173,37.85619547,9.479098165,22.9130077,22.9130077,8.816440379,0.118679787,1.036258455,15.2,24.22416,4.431370061,34.17727985,65.82272015,6744.215,800.402,0.519232262,0.0,0.0,9.882579114480482,2.4770561197986182e-23,5.219358970727854,8.97717353930365e-08
CPF,2017,0.0,0.212707495,0.220707495,2.101968663,7.859622573,1.174109494,1.10244617,22.15799615,43.21739915,24.5790437,30.28428571,30.28428571,21.15270351,39.67423403,20.9798066,27.23115045,27.23115045,8.634746512,0.022189097,1.791205678,15.9,31.375235,2.769202103,8.652750093,91.34724991,5623.708,124.785,0.094723707,0.0,0.0,21.506240517365608,6.804892151747566e-103,11.18918406714738,2.3032650482843148e-29
CPF,2018,0.0,-0.277466799,-0.259366799,2.053120816,7.503556486,0.942405831,0.796990359,21.58687943,38.95145979,34.29935598,31.66769221,31.66769221,22.15799615,43.21739915,24.5790437,30.28428571,30.28428571,8.666823843,0.054962041,1.434468169,14.7,28.26105,3.150168078,20.2763474,79.7236526,5807.026,319.166,0.254332895,0.0,0.0,18.581107350050623,2.2848889193211574e-77,8.759477258257476,9.807895548135597e-19
CPF,2019,0.0,0.091717614,0.113117614,1.481542106,7.239688762,1.040412337,0.96273977,20.28455285,35.19317253,31.57911493,28.82429495,28.82429495,21.58687943,38.95145979,34.29935598,31.66769221,31.66769221,8.701624521,0.041836142,1.583282037,13.6,35.82586,2.152046414,11.16783377,88.83216623,6012.672,251.547,0.125718355,0.0,0.0,17.477662728297464,1.060064366709623e-68,9.687369857060393,1.7060099952444417e-22
CPF,2020,1.0,-0.194930493,-0.190530493,1.223994704,7.287571,1.297314225,1.108236806,33.04569227,66.62780711,37.57371991,48.59678864,48.59678864,20.28455285,35.19317253,31.57911493,28.82429495,28.82429495,8.794003833,0.019316612,0.980025597,15.2,35.75228,2.139447149,20.98308898,79.01691102,6594.583,127.385,0.265551876,0.0,0.0,21.4128945514133,5.066001893416377e-102,10.564848275810844,2.168346921845973e-26
CPF,2021,1.0,0.290202253,0.290602253,1.813114149,1.590904239,1.267168307,1.142915083,32.34761076,77.60964619,30.27081913,51.5397057,51.5397057,33.04569227,66.62780711,37.57371991,48.59678864,48.59678864,8.911811552,0.01423571,1.398564685,14.0,25.94448,2.106138989,12.80109949,87.19890051,7419.089,105.616,0.146803451,0.0,0.0,12.511179515872232,3.242699492388214e-36,6.777558389524557,6.111188113118343e-12
CPF,2022,1.0,0.019243548,0.033443548,3.354774144,8.206191289,1.094576629,0.959838101,28.76230062,60.85902251,36.84242677,45.30241042,45.30241042,32.34761076,77.60964619,30.27081913,51.5397057,51.5397057,8.913652939,0.014914911,1.21020869,13.5,25.15816,4.444856878,15.79400797,84.20599203,7432.763,110.859,0.187563944,0.0,0.0,12.853116506931816,4.130681990682192e-38,5.791191800540639,3.494435498487326e-09
CPF,2023,1.0,0.038832921,0.088332921,3.754830525,7.255172273,1.191682756,0.94657431,25.72914216,58.13634869,34.48064524,42.93234623,42.93234623,28.76230062,60.85902251,36.84242677,45.30241042,45.30241042,8.941518784,0.020424724,1.056431923,14.6,25.1506,4.92883299,25.70311883,74.29688117,7642.796,156.102,0.345951518,0.0,0.0,10.700295163918172,5.0727263253201e-27,5.118767314147882,1.5376955429736026e-07
MCB,2019,0.0,0.029871508,0.051271508,1.349407294,5.415502323,0.690624563,0.635838997,20.28455285,34.95742541,59.76758994,38.85521538,38.85521538,21.58687943,31.97007681,53.7386187,35.20306083,35.20306083,8.118973373,0.069155032,1.340367394,12.5,37.63328,2.091435525,12.13839434,87.86080014,3357.572,232.193,0.138154835,0.0,0.0,8.66891643920851,2.1812598042787522e-18,4.7556477807102615,9.89055469187207e-07
MCB,2020,1.0,-0.118138048,-0.113738048,1.322298301,7.2471477,1.341027464,1.109455437,18.99807322,39.86530528,43.3192389,35.36811742,35.36811742,20.28455285,34.95742541,59.76758994,38.85521538,38.85521538,8.37351241,0.018989702,0.882874535,12.7,37.47803,2.25131798,25.02847168,74.97055932,4330.821,82.241,0.333844004,0.0,0.0,11.239782464505677,1.3001114483146121e-29,5.972121755314907,1.170938214715027e-09
MCB,2021,1.0,0.179121835,0.179521835,1.39234542,1.538939975,1.276730176,1.202853549,17.43215031,34.82568837,51.90008663,35.95757262,35.95757262,18.99807322,39.86530528,43.3192389,35.36811742,35.36811742,8.870151357,0.010931575,2.088673592,16.1,31.85883,1.801652535,8.268063929,91.73162938,7116.358,77.793,0.090133185,0.0,0.0,11.825719534873706,1.4371461402567443e-32,6.661885507785486,1.3516829991239486e-11
MCB,2022,1.0,-0.078052478,-0.063852478,2.697796125,8.732002571,1.124058717,1.074589543,15.8938172,32.76552911,54.62011173,35.93427801,35.93427801,17.43215031,34.82568837,51.90008663,35.95757262,35.95757262,8.743106823,0.044412005,1.115537061,13.4,31.85883,4.046904086,6.328352009,93.67164799,6267.337,278.345,0.067558884,0.0,0.0,7.6484627743205875,1.0169803849434342e-14,3.698974547282276,0.0001082361528861
MCB,2023,1.0,-0.095982968,-0.046482968,2.843726352,8.09596288,1.279062356,1.220541245,15.2370401,30.2029544,53.02804808,34.24358499,34.24358499,15.8938172,32.76552911,54.62011173,35.93427801,35.93427801,8.863286426,0.080253441,0.929642503,12.8,31.85883,4.237017951,6.573838415,93.42616159,7067.672,567.205,0.070364,0.0,0.0,5.466644417053354,2.2931739079154514e-08,3.0555340161991373,0.0011233005849927
HFWA,2017,0.0,0.091017222,0.099017222,1.644973533,4.617586168,0.464039121,0.446096272,22.15799615,40.48429513,76.14161519,47.49119185,47.49119185,21.15270351,43.11203841,50.85466439,39.69125023,39.69125023,8.321973612,0.035088871,1.801677972,12.8,26.932,2.122847963,5.217514698,94.7824853,4113.27,144.33,0.055047245,0.0,0.0,19.023593226671153,5.4383735239805475e-81,11.384732394736243,2.4910475603774592e-30
HFWA,2018,0.0,-0.243818828,-0.225718828,1.788403381,7.085931488,0.727789036,0.706690129,21.58687943,40.90753392,79.37264046,48.86428739,48.86428739,22.15799615,40.48429513,76.14161519,47.49119185,47.49119185,8.578650784,0.009740401,1.435607484,12.9,26.24902,2.719069159,3.890706849,96.10929315,5316.927,51.789,0.040482109,0.0,0.0,22.22037284253798,1.091253707517055e-109,13.843837109894643,6.930285533295255e-44
HFWA,2019,0.0,-0.067538743,-0.046138743,1.423242489,5.92804765,0.732238638,0.707682991,20.28455285,36.41905757,59.92889738,39.63825561,39.63825561,21.58687943,40.90753392,79.37264046,48.86428739,48.86428739,8.622088199,0.007340936,1.280484302,12.8,26.18122,1.987718895,4.489489069,95.51051093,5552.97,40.764,0.047005183,0.0,0.0,19.84909229546459,5.610482060924055e-88,13.438009136529631,1.810232426458506e-41
HFWA,2020,1.0,-0.293640795,-0.289240795,1.02487359,5.262108072,0.772292381,0.731524235,24.95880839,52.98846431,66.24383369,50.98840429,50.98840429,20.28455285,36.41905757,59.92889738,39.63825561,39.63825561,8.797143148,0.008551365,1.023826712,14.0,26.18122,1.752684948,7.0196665,92.9803335,6615.318,56.57,0.07549625,0.0,0.0,21.885519571657273,1.784602410554657e-106,13.349807889973173,5.937739030542711e-41
HFWA,2021,1.0,0.161662601,0.162062601,1.353445688,1.511383355,0.711256654,0.671845951,23.43731268,52.18665281,58.25800418,47.72220468,47.72220468,24.95880839,52.98846431,66.24383369,50.98840429,50.98840429,8.913605715,0.009689856,1.004158597,14.8,17.47881,1.45676373,6.63674278,93.36325722,7432.412,72.019,0.071085168,0.0,0.0,17.786145992693932,4.524703760414941e-71,11.24009761405157,1.2954784898787994e-29
HFWA,2022,1.0,0.119011086,0.133211086,3.868428311,6.587787952,0.62331398,0.590860414,21.22464922,53.60656499,62.3083329,49.78749589,49.78749589,23.43731268,52.18665281,58.25800418,47.72220468,47.72220468,8.850818522,0.009752009,1.348137151,14.0,17.47881,4.536447433,6.240606974,93.75939303,6980.1,68.07,0.066559806,0.0,0.0,21.06121077006606,9.025115308952996e-99,12.373702618868606,1.8135387600957743e-35
HFWA,2023,1.0,-0.094565414,-0.045065414,4.115427857,5.835684667,0.577457747,0.542343174,18.71185729,50.61473327,67.81629939,50.19197146,50.19197146,21.22464922,53.60656499,62.3083329,49.78749589,49.78749589,8.878352048,0.072720296,0.875047991,14.1,17.47881,5.037754159,7.275179696,92.7248203,7174.957,521.765,0.078459895,0.0,0.0,9.86729121215705,2.885089050903036e-23,5.452303019284168,2.4860817786340017e-08
PGC,2017,0.0,0.192472363,0.200472363,1.522355457,6.990659924,0.998863715,0.942524114,22.15799615,41.16059893,59.90391215,41.98106544,41.98106544,21.15270351,41.28140758,70.94283276,46.01499795,46.01499795,8.357152835,0.030511106,1.615296307,14.34,38.05246,2.16235384,8.800173648,91.19982635,4260.547,129.994,0.096493316,0.0,0.0,12.267863753058306,6.738103260615014e-35,6.392603850038507,8.154219500900247e-11
PGC,2018,0.0,-0.307059341,-0.288959341,1.699310149,8.396696839,1.039064162,0.947171741,21.58687943,36.54175664,65.05996003,41.5462969,41.5462969,22.15799615,41.16059893,59.90391215,41.98106544,41.98106544,8.43768624,0.043213758,1.038185144,15.03,37.85937,3.136832903,13.50423958,86.49576042,4617.858,199.555,0.156126029,0.0,0.0,11.734286359219112,4.2520282563367536e-32,5.7610126649899485,4.180538261156576e-09
PGC,2019,0.0,0.031724961,0.053124961,1.340436864,6.849942772,0.999800809,0.905727717,20.28455285,34.59201737,70.48922848,42.53376287,42.53376287,21.58687943,36.54175664,65.05996003,41.5462969,41.5462969,8.553115972,0.062535707,1.161195486,14.2,37.85937,2.083853714,14.32080663,85.67919337,5182.879,324.115,0.167144508,0.0,0.0,8.809894875868642,6.263163693715685e-19,5.1401214054015885,1.3728050459319104e-07
PGC,2020,1.0,-0.2608244,-0.2564244,1.507717021,5.475644107,1.267974836,0.758691613,18.99807322,33.67846956,70.38961039,42.04478064,42.04478064,20.28455285,34.59201737,70.48922848,42.53376287,42.53376287,8.681086316,0.06461875,0.819287073,17.67,29.84882,2.336032189,48.89833984,51.10166016,5890.442,380.633,0.956883586,0.0,0.0,13.10863259214604,1.4692436193320375e-39,6.789045236753513,5.643902360413085e-12
PGC,2021,1.0,0.268371685,0.268771685,1.670135311,1.63678473,1.23109539,1.012340323,17.43215031,35.34845084,65.33256329,41.0525544,41.0525544,18.99807322,33.67846956,70.38961039,42.04478064,42.04478064,8.712429822,0.022790582,1.191723894,14.64,28.26291,2.04020284,23.1492097,76.8507903,6077.993,138.521,0.301222793,0.0,0.0,9.909988653417242,1.883444759220077e-23,5.543116183726633,1.4856778051991584e-08
PGC,2022,1.0,0.060370264,0.074570264,3.126077363,7.992705965,1.080181763,0.927741346,18.62880931,30.65559831,62.07914339,37.94750724,37.94750724,17.43215031,35.34845084,65.33256329,41.0525544,41.0525544,8.756775759,0.081404805,1.243980349,14.73,28.15674,4.266771211,18.61390171,81.38609829,6353.593,517.213,0.228711071,0.0,0.0,8.201761477099543,1.1844498321272794e-16,3.8703879046982665,5.433115660736649e-05
PGC,2023,1.0,-0.020922972,0.028577028,3.487597183,6.885070036,1.036626536,0.852109192,18.27614192,32.90737666,64.3083381,40.0835135,40.0835135,18.62880931,30.65559831,62.07914339,37.94750724,37.94750724,8.775990641,0.083453749,0.906312126,14.95,27.45447,4.777123151,22.9875312,77.0124688,6476.857,540.518,0.298491031,0.0,0.0,6.4312564678015605,6.327670921453925e-11,3.4263085359053447,0.000305922474248
WASH,2017,0.0,0.149847377,0.157847377,2.033476123,6.172060261,0.760157977,0.748401721,22.15799615,43.64377743,21.61862274,29.43001779,29.43001779,21.15270351,42.4963665,19.9132537,28.24696911,28.24696911,8.418444105,0.179705067,2.219567056,12.45,31.75869,2.753728617,2.250107159,97.74989284,4529.85,814.037,0.023019024,0.0,0.0,11.077068825108531,8.104626405729841e-29,6.295934189776016,1.5277699807906309e-10
WASH,2018,0.0,-0.231560625,-0.213460625,2.095011912,7.02386077,0.703420307,0.692318718,21.58687943,41.15329275,51.58227848,38.98165345,38.98165345,22.15799615,43.64377743,21.61862274,29.43001779,29.43001779,8.519344077,0.194262314,1.834884375,12.56,32.44797,3.409998103,2.318739379,97.68126062,5010.766,973.403,0.023737812,0.0,0.0,12.32115360817962,3.4845084084466803e-35,6.905390668435187,2.503272740420592e-12
WASH,2019,0.0,0.028191541,0.049591541,1.57855514,5.769816139,0.688867366,0.676492212,20.28455285,35.52652649,63.7419081,40.56824406,40.56824406,21.58687943,41.15329275,51.58227848,38.98165345,38.98165345,8.574076045,0.219954658,1.855005133,12.94,32.44797,2.265322199,2.636605272,97.36339473,5292.659,1164.145,0.027080047,0.0,0.0,9.01280624500837,1.0042496225738962e-19,6.316026584230788,1.3418695133886483e-10
WASH,2020,1.0,-0.182376658,-0.177976658,1.376350022,4.711619756,0.735710963,0.632088435,18.99807322,36.33826852,75.18876472,45.09173649,45.09173649,20.28455285,35.52652649,63.7419081,40.56824406,40.56824406,8.65052914,0.107915589,1.447948965,13.51,32.44797,2.249480572,19.52890333,80.47109667,5713.169,616.54,0.242682207,0.0,0.0,13.30379605879375,1.1000423173788415e-40,7.351839732339674,9.774856669849845e-14
WASH,2021,1.0,0.197480562,0.197880562,1.937567859,1.53244271,0.792770062,0.777715177,22.77871804,48.67126457,69.5081336,49.93378108,49.93378108,18.99807322,36.33826852,75.18876472,45.09173649,45.09173649,8.674389571,0.028657898,1.729681964,14.01,21.68125,2.22738525,2.412055352,97.58794465,5851.127,167.681,0.024716735,0.0,0.0,15.126291623588129,5.432388891763445e-52,8.588219444921004,4.4163723091447146e-18
WASH,2022,1.0,0.034815178,0.049015178,3.690540352,7.415540762,0.789159707,0.771977812,21.06625006,31.19890492,47.33891993,33.28083369,33.28083369,22.77871804,48.67126457,69.5081336,49.93378108,49.93378108,8.803882421,0.15055155,1.786946621,12.37,21.68125,4.651350563,2.763316491,97.23668351,6660.051,1002.681,0.028418457,0.0,0.0,10.405927812293267,1.1648768925600436e-25,5.046818649671301,2.246136889623439e-07
WASH,2023,1.0,-0.014899563,0.034600437,4.07876458,6.821443558,0.863636082,0.830680339,59.77811421,48.12101301,61.20572082,52.28673565,52.28673565,21.06625006,31.19890492,47.33891993,33.28083369,33.28083369,8.882231644,0.168361344,1.166658964,11.58,21.61626,5.161569279,4.817569543,95.18243046,7202.847,1212.681,0.050614063,0.0,0.0,7.83447180183423,2.3540885957809705e-15,4.450868314944961,4.276188791075329e-06
PFBC,2017,0.0,0.196591413,0.204591413,1.827263387,6.579548951,0.920931861,0.853288364,22.15799615,32.91596753,36.8302448,29.58520802,29.58520802,21.15270351,25.2827254,47.98208191,29.81378129,29.81378129,8.234792879,0.027949056,2.50367446,13.83,31.375235,2.395430458,10.3555414,89.6444586,3769.859,105.364,0.11551792,0.0,0.0,15.435130115377548,4.750430901601795e-54,8.000342617375846,6.203674317113658e-16
PFBC,2018,0.0,-0.32678627,-0.30868627,1.595423752,9.133347691,1.132168584,1.060768718,21.58687943,30.27138086,47.53830779,32.12839571,32.12839571,22.15799615,32.91596753,36.8302448,29.58520802,29.58520802,8.346745263,0.023810162,1.592775788,13.77,39.0804,3.075195822,9.949593256,90.05040674,4216.435,100.394,0.110489154,0.0,0.0,17.78491916505359,4.624833823380344e-71,8.808875351905339,6.320382597226277e-19
PFBC,2019,0.0,0.018562296,0.039962296,1.241604221,7.987846556,1.189393308,1.10583519,20.28455285,26.24067558,41.09307015,27.80888034,27.80888034,21.58687943,30.27138086,47.53830779,32.12839571,32.12839571,8.439984015,0.021434894,1.909237193,13.7,39.0804,1.97974323,11.03472985,88.96527015,4628.481,99.211,0.12403413,0.0,0.0,15.418287283161186,6.166599829538346e-54,8.933469988294076,2.0642568499625368e-19
PFBC,2020,1.0,-0.281254616,-0.276854616,1.026854649,8.229094043,1.440784554,1.278244439,18.99807322,35.92721093,41.62891372,32.80630556,32.80630556,20.28455285,26.24067558,41.09307015,27.80888034,27.80888034,8.545516473,0.019312001,1.521624775,14.64,38.57977,2.045291816,17.15208092,82.84791908,5143.641,99.334,0.20703092,0.0,0.0,17.08217903230437,1.0072646490111313e-65,8.8514524365137,4.319379442586741e-19
