ticker,year,sigma_E_daily,method,days_used,flag,size_bucket,sigma_E_annual,delta,delta_pct,higher_daily
CLBK,2019,0.1837631032337522,daily_partial,175,insufficient_days,small,0.2355834589517707,-0.05182035571801852,-21.996601946755234,False
CLBK,2020,0.1646863698050834,daily_252,252,,small,0.1317279143130863,0.03295845549199708,25.020099698582165,True
CLBK,2021,0.4141933279283645,daily_252,253,,small,0.2196728812326209,0.1945204466957436,88.55005024027416,True
CLBK,2022,0.2216436091255575,daily_252,252,,small,0.2161545494279801,0.005489059697577403,2.539414373698522,True
CLBK,2023,0.2749432689641583,daily_252,251,,small,0.2376008733374731,0.03734239562668523,15.716438707549058,True
CMA,2016,0.2838618407605295,daily_252,252,,small,0.2076895131185472,0.07617232764198231,36.676058650348835,True
CMA,2017,0.3258517598414623,daily_252,252,,small,0.2892047936632796,0.036646966178182694,12.671631653813687,True
CMA,2018,0.2243388158400785,daily_252,251,,small,0.2930723574990738,-0.06873354165899528,-23.45275489149894,False
CMA,2019,0.2401427851591278,daily_252,251,,small,0.2867453852881211,-0.04660260012899331,-16.252258107717104,False
CMA,2020,0.2684997107407304,daily_252,252,,small,0.2659810353871419,0.0025186753535885176,0.946937946129326,True
CMA,2021,0.7671844286923288,daily_252,253,,small,0.4647482798184638,0.30243614887386505,65.0752594484051,True
CMA,2022,0.3372893981714759,daily_252,252,,small,0.4721642183210025,-0.13487482014952662,-28.565235338911577,False
CMA,2023,0.3704148911447169,daily_252,251,,small,0.4466471180682975,-0.07623222692358061,-17.067663450573036,False
CNOB,2017,0.2816823355325353,daily_252,252,,small,0.2345002008937811,0.0471821346387542,20.120296041932075,True
CNOB,2018,0.2652659289990734,daily_252,251,,small,0.2491507519332729,0.016115177065800512,6.468042717413292,True
CNOB,2019,0.2557223420154113,daily_252,251,,small,0.2587156891299758,-0.002993347114564504,-1.15700254771201,False
CNOB,2020,0.2346407840866042,daily_252,252,,small,0.2280311174065729,0.006609666680031295,2.898581016136693,True
CNOB,2021,0.7484804806164517,daily_252,253,,small,0.3899351201596616,0.3585453604567901,91.9500044802277,True
CNOB,2022,0.3097958608592104,daily_252,252,,small,0.3862501143571121,-0.07645425349790169,-19.7939756277237,False
CNOB,2023,0.2885435117768342,daily_252,251,,small,0.3904837606157264,-0.10194024883889224,-26.106142974588707,False
COFS,2020,0.2378046831098632,imputed_peer,0,no_daily_data,small,,,,False
COFS,2021,0.5958900402320815,daily_252,228,,small,0.3157859989879603,0.2801040412441212,88.70058905138492,True
COFS,2022,0.3098215851604979,daily_252,252,,small,0.2196782153992772,0.0901433697612207,41.03427806775478,True
